,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
172,5,0,27,1,29,11,1,0,3,38,14,0,5,0,0,20,5,0,0,0,12,10,9,14,1,1,16,2,1,5,5.576,1,12,3,13,125
173,3,0,10,0,3,1,1,0,3,12,1,0,1,0,0,8,7,0,0,0,3,4,3,2,1,3,4,0,0,2,5.076923076923077,0,2,0,4,39
174,3,0,16,0,13,6,0,0,1,24,4,0,3,0,0,15,11,0,0,0,5,5,5,6,0,5,6,0,0,3,5.141176470588236,0,3,3,10,85
175,0,1,3,0,5,2,0,0,0,7,0,0,1,0,0,4,3,0,0,0,2,3,1,1,0,0,3,0,0,0,4.956521739130435,0,3,1,3,23
176,0,0,27,0,14,6,0,0,6,30,0,0,3,0,0,12,5,0,1,0,3,7,6,0,0,6,6,0,0,2,5.091954022988506,1,4,2,17,87
177,5,0,20,0,12,11,0,0,4,25,5,0,7,0,0,11,8,0,0,0,7,7,3,3,4,4,6,0,0,3,5.48314606741573,0,5,3,7,89
178,2,0,6,0,5,2,0,0,2,9,0,0,1,0,0,6,3,0,0,0,1,3,0,1,0,0,5,0,0,3,5.375,0,1,0,3,24
179,1,0,22,0,23,10,0,0,1,22,12,0,1,0,0,11,11,0,0,0,4,2,3,4,2,3,9,0,0,2,5.625,0,8,2,7,80
180,5,0,10,0,10,9,1,0,4,24,1,0,1,0,0,11,4,2,0,0,2,5,1,2,1,2,3,0,0,3,5.0,1,0,2,5,58
181,7,0,18,1,35,19,0,0,5,41,10,0,16,0,0,30,13,0,0,0,13,14,9,5,1,2,11,1,0,4,5.510948905109489,1,9,1,12,137
182,2,0,9,0,5,3,0,0,1,12,1,0,4,0,0,6,3,0,0,0,3,2,0,2,0,1,2,0,0,2,5.457142857142857,0,6,0,4,35
183,3,0,11,0,16,5,0,1,1,16,2,0,3,0,0,5,7,0,0,1,4,4,3,2,2,1,3,1,0,1,5.38,0,2,1,3,50
184,0,0,4,0,3,1,0,0,2,5,6,0,0,0,0,2,3,0,0,0,1,3,1,0,0,0,3,0,0,1,4.92,0,5,1,3,25
185,1,0,6,1,3,1,0,0,1,7,0,0,0,0,0,1,2,0,0,0,1,2,2,0,0,0,1,0,0,0,3.8421052631578947,0,1,0,3,19
186,1,0,7,0,11,3,0,0,0,11,5,0,2,0,0,9,4,0,0,0,8,8,1,9,1,3,10,1,1,2,5.791666666666667,1,3,2,7,48
187,2,0,5,0,10,2,1,0,0,15,3,0,1,0,0,8,5,0,0,0,0,0,0,2,1,0,6,0,1,1,5.756756756756757,1,3,1,6,37
188,6,0,16,0,12,3,0,0,1,27,8,0,0,0,0,8,6,0,0,2,5,5,2,4,1,0,10,0,0,3,5.852941176470588,1,4,2,5,68
189,4,0,13,0,13,7,0,0,3,20,4,0,2,0,0,12,6,0,0,0,1,5,4,2,1,2,6,2,0,2,5.704918032786885,1,4,3,4,61
190,1,0,8,0,9,0,0,1,0,15,3,0,2,0,0,10,2,0,0,1,6,3,0,7,2,3,10,0,0,1,5.568181818181818,1,4,2,6,44
191,5,0,9,0,6,0,0,0,1,6,11,0,0,0,0,9,3,0,0,0,6,5,1,3,0,0,9,0,0,4,5.55,1,9,1,4,40
192,1,0,10,0,10,0,0,0,2,10,2,0,2,0,0,20,8,0,0,0,0,3,4,2,0,4,9,0,0,1,4.660377358490566,0,3,1,7,53
193,2,0,7,0,11,5,1,0,4,11,5,0,1,0,0,9,1,0,0,0,4,7,7,1,0,1,0,0,0,0,4.743589743589744,0,7,0,3,39
194,1,0,9,0,13,2,0,0,2,14,0,0,5,0,0,10,8,0,0,1,4,4,0,4,0,2,5,0,0,0,5.7317073170731705,0,2,2,3,41
195,6,0,32,0,23,7,0,0,4,36,7,0,8,0,0,10,3,0,0,0,11,13,7,1,2,1,6,1,0,4,5.484848484848484,0,7,3,7,99
196,0,0,7,0,4,0,0,0,1,8,1,0,3,0,0,3,0,0,0,0,2,3,1,1,0,1,2,0,0,2,5.571428571428571,1,0,0,5,21
197,6,0,25,0,22,8,0,0,2,33,6,0,7,0,0,21,9,0,0,1,12,9,7,5,0,3,14,1,1,6,5.513761467889908,5,6,3,11,109
198,8,1,20,1,20,5,1,1,1,37,9,0,6,0,0,21,18,1,0,1,6,7,16,8,6,2,5,2,0,5,5.578512396694215,1,11,3,15,121
199,0,0,3,0,4,1,0,0,0,3,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.5,0,1,0,2,10
200,1,1,6,0,4,0,0,0,0,5,0,0,1,0,0,5,1,0,0,1,1,0,0,2,0,0,5,0,0,1,6.071428571428571,0,3,1,2,14
201,0,0,16,0,9,4,0,0,7,18,1,0,7,0,0,14,9,0,0,0,3,8,5,4,0,6,4,0,0,5,4.52112676056338,2,3,1,3,71
202,0,2,9,1,6,0,0,0,2,7,2,0,2,0,0,3,1,0,0,0,1,3,2,0,0,1,2,1,1,0,4.730769230769231,1,0,1,5,26
203,6,0,8,1,11,6,0,0,6,16,5,0,4,0,0,15,10,0,0,0,7,10,3,1,0,4,2,1,0,0,5.253968253968254,0,7,1,8,63
204,0,0,10,0,11,3,0,1,0,14,0,0,3,0,0,6,6,0,0,0,2,1,4,1,0,0,1,0,0,0,6.0,0,1,1,5,34
205,3,1,13,1,6,3,0,0,0,8,2,0,2,0,0,1,1,0,0,0,1,1,0,3,0,3,2,0,0,0,4.666666666666667,0,1,1,3,27
206,7,0,19,0,19,7,0,0,0,22,7,0,4,0,0,14,9,0,0,3,8,6,2,4,7,6,13,0,0,1,5.670454545454546,0,4,3,8,88
207,2,0,3,0,5,1,0,0,2,5,1,0,3,0,0,5,3,0,0,0,3,5,1,1,0,2,0,0,1,1,5.107142857142857,1,3,1,5,28
208,2,0,16,0,12,5,0,0,1,20,1,0,2,0,0,6,5,0,0,0,7,8,1,3,0,1,6,0,0,0,5.065573770491803,0,3,2,7,61
209,1,2,10,1,12,3,0,0,1,9,1,0,2,0,0,4,1,0,0,0,5,3,3,0,2,1,1,0,1,0,4.758620689655173,1,5,0,3,29
210,2,0,5,0,10,1,0,0,1,11,1,0,0,0,0,15,5,0,0,0,7,7,8,2,1,4,0,0,0,1,4.5227272727272725,0,5,1,7,44
211,5,0,26,1,25,3,0,0,4,40,6,0,3,0,0,18,15,0,0,2,5,8,8,5,5,0,11,0,0,0,5.63,0,4,3,8,100
212,5,0,20,0,16,10,1,0,3,27,13,0,5,0,0,9,4,0,0,0,7,6,3,4,0,0,5,2,0,1,6.064102564102564,0,8,3,7,78
213,1,0,5,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,5.666666666666667,0,0,0,2,9
214,0,0,11,0,8,1,0,0,1,11,1,0,0,0,0,6,3,0,0,0,1,2,1,1,0,2,5,0,0,1,5.2727272727272725,1,0,1,6,33
215,3,0,4,0,7,0,1,0,3,6,1,0,1,0,0,8,4,1,0,0,2,3,3,3,1,0,1,0,0,0,5.074074074074074,0,1,1,4,27
216,10,0,30,0,12,15,0,0,2,34,1,0,6,0,0,12,3,0,0,0,8,9,7,2,0,1,11,0,0,3,5.78494623655914,0,5,2,13,93
217,0,0,9,0,8,1,0,0,2,10,2,0,0,0,0,5,1,0,0,0,3,3,4,0,1,2,0,0,0,1,6.125,0,3,1,4,24
218,0,0,12,0,5,5,0,0,0,15,1,0,1,1,0,6,3,0,0,0,2,2,1,1,0,0,9,0,0,2,5.046511627906977,0,2,2,5,43
219,4,0,15,0,13,4,1,0,2,18,4,0,4,0,0,9,5,0,0,0,11,13,1,3,0,2,8,0,1,1,5.313432835820896,2,3,2,8,67
220,1,0,10,0,14,8,0,0,3,19,11,0,3,0,0,14,5,1,0,0,4,7,9,4,1,1,2,0,0,1,6.173913043478261,0,7,2,9,69
221,4,0,20,0,17,7,1,0,2,34,2,0,2,0,0,13,9,0,0,4,8,6,3,10,0,2,12,1,0,3,5.188235294117647,0,2,2,7,85
222,5,0,25,0,15,3,0,0,2,32,6,0,3,0,0,10,5,0,0,0,7,7,1,2,0,4,12,0,1,4,5.734939759036145,1,5,2,5,83
223,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,4.4,0,0,1,2,5
224,0,0,3,0,7,2,0,0,3,11,3,0,1,0,0,13,9,0,0,1,2,5,4,0,0,0,3,0,0,1,5.138888888888889,1,2,1,7,36
225,4,0,15,0,12,7,0,0,1,20,6,0,1,0,0,10,4,0,0,0,5,4,5,3,1,1,4,1,0,1,5.892857142857143,1,5,2,7,56
226,3,0,23,0,31,7,0,0,1,22,10,0,5,0,0,13,5,0,0,0,8,7,8,2,2,3,7,0,0,1,2.272222222222222,0,7,2,7,180
227,2,2,6,0,4,2,0,0,2,14,2,0,0,0,0,7,4,0,0,0,3,4,0,0,0,1,4,1,0,1,3.9722222222222223,1,2,1,3,36
228,4,0,10,0,11,1,1,0,4,23,4,0,4,0,0,15,4,1,0,1,2,9,3,3,4,0,6,2,0,2,5.383333333333334,2,2,2,6,60
229,2,0,2,0,1,1,0,0,0,6,0,0,1,0,0,1,0,0,0,0,1,0,3,1,2,1,0,0,1,0,5.071428571428571,0,1,0,2,14
230,3,1,12,0,15,2,1,0,0,19,0,0,1,0,0,12,5,0,0,1,0,0,6,3,0,2,1,0,0,2,5.5813953488372094,1,2,1,5,43
231,0,0,3,0,5,0,0,0,0,5,1,0,0,0,0,4,1,0,0,0,2,2,0,1,0,0,3,0,0,0,5.2727272727272725,0,1,1,2,11
232,3,0,15,0,10,1,0,0,3,22,0,0,0,0,0,12,7,1,0,0,4,7,0,8,0,1,12,0,1,4,5.288461538461538,1,0,2,5,52
233,4,0,14,0,19,2,0,0,1,24,4,0,6,0,0,19,6,0,0,0,2,2,1,2,1,1,10,0,1,3,5.075757575757576,2,5,2,8,66
234,1,0,8,0,6,2,0,0,1,11,1,0,3,0,0,4,2,1,0,1,3,4,4,1,0,2,3,0,0,0,5.0285714285714285,0,2,1,4,35
235,3,0,20,0,20,6,1,0,2,32,6,0,5,0,0,13,8,0,0,0,5,4,1,5,1,2,9,0,0,5,5.666666666666667,1,14,3,8,87
236,4,0,4,0,3,6,0,0,2,5,0,0,0,0,0,9,3,0,0,0,2,4,2,3,0,0,4,0,0,3,4.851851851851852,0,0,1,4,27
237,2,0,13,0,8,3,0,0,0,18,1,0,2,0,0,4,5,0,0,1,8,5,2,6,1,0,5,1,0,0,5.0,0,2,1,7,50
238,0,0,6,0,5,2,0,0,1,10,2,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,5.7,0,1,1,2,20
239,2,0,9,0,4,0,0,0,2,13,0,0,0,0,0,6,2,0,0,0,1,3,0,0,0,0,5,0,0,1,5.444444444444445,1,0,1,5,27
240,4,0,14,0,14,3,0,0,1,19,8,0,0,0,0,9,5,0,0,1,3,2,2,2,0,2,10,1,0,2,6.067796610169491,1,5,2,5,59
241,4,0,20,0,19,5,0,0,0,30,11,0,2,0,0,11,7,0,0,0,5,4,3,1,1,0,8,0,0,2,6.152777777777778,0,7,2,8,72
242,2,0,5,0,10,1,1,0,0,14,2,0,1,0,0,14,3,2,0,1,4,4,2,2,0,6,5,1,0,2,4.711111111111111,0,2,1,6,45
243,7,0,18,0,17,3,0,0,4,25,0,0,0,0,0,15,17,0,0,0,4,7,8,3,4,3,9,1,0,5,5.3076923076923075,1,1,3,5,78
244,0,0,7,0,9,1,0,0,2,11,2,1,1,0,0,1,4,0,0,0,2,3,0,0,1,0,4,0,0,0,6.107142857142857,0,3,1,3,28
245,1,0,3,0,2,2,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,6.5,0,0,0,2,8
246,1,0,13,0,9,2,0,0,1,13,0,0,1,0,0,2,4,0,0,0,0,3,2,4,0,1,2,0,0,2,5.222222222222222,1,2,0,2,36
247,3,1,16,1,19,3,1,0,1,25,9,0,3,0,0,14,7,0,0,0,3,3,10,3,3,0,6,0,2,1,6.425,2,10,2,8,80
248,4,0,10,0,13,1,1,0,4,13,1,0,1,0,0,13,6,0,0,1,5,8,0,2,0,2,7,0,0,0,5.044444444444444,0,1,2,6,45
249,2,0,12,0,18,8,2,0,0,15,1,0,2,0,0,16,9,0,0,0,3,5,6,0,6,1,14,1,1,1,6.196969696969697,2,4,2,10,66
250,3,2,12,0,7,0,0,0,2,13,7,0,3,0,0,9,4,0,0,0,2,1,4,1,2,2,4,0,1,2,5.148936170212766,1,3,1,6,47
251,4,0,30,0,33,12,0,0,2,30,4,0,9,0,0,14,12,1,0,0,7,8,8,1,8,3,12,0,0,1,5.611111111111111,0,1,3,12,108
252,4,0,15,0,8,1,2,0,3,22,3,0,0,0,0,15,6,0,0,1,8,8,0,6,1,2,14,0,0,1,5.4393939393939394,0,2,2,7,66
253,3,0,13,0,21,10,0,0,0,22,3,0,10,0,0,13,6,0,0,0,4,2,2,1,1,1,5,2,0,0,6.129032258064516,2,2,2,5,62
254,2,1,14,0,19,2,0,0,1,24,2,0,2,0,0,15,8,0,0,0,0,1,10,0,0,0,5,0,1,2,5.4035087719298245,2,5,2,8,57
255,7,0,16,0,13,3,0,0,3,25,3,0,8,0,0,11,11,0,0,0,4,7,6,4,4,1,4,1,0,4,5.77027027027027,1,6,2,8,74
256,1,0,8,0,7,0,0,0,2,8,1,0,0,0,0,8,2,0,0,2,1,4,0,2,1,2,7,0,0,1,5.5,1,2,1,5,30
257,3,0,19,0,9,2,0,0,2,27,5,0,0,0,0,7,6,0,0,1,1,3,3,6,0,2,8,0,1,2,5.467741935483871,1,4,2,3,62
258,3,0,28,0,20,5,0,0,3,30,7,0,4,0,0,6,6,0,0,0,5,7,3,6,1,1,6,1,2,2,5.765432098765432,0,4,2,6,81
259,2,1,8,0,2,1,0,1,1,15,2,0,0,0,0,8,4,0,0,0,3,1,9,3,1,0,3,1,2,2,5.7105263157894735,2,1,1,5,38
260,4,1,4,0,10,0,0,0,1,8,0,0,0,0,0,9,6,0,0,0,5,6,4,3,0,0,2,0,1,1,5.178571428571429,2,3,0,2,28
261,2,0,13,0,6,2,0,0,1,17,1,0,0,0,0,8,5,0,0,0,2,1,3,1,1,3,6,0,0,5,5.166666666666667,2,1,0,4,48
262,2,0,8,0,8,1,0,0,0,10,0,0,1,0,0,3,1,0,0,0,0,0,2,1,1,0,3,0,0,0,5.333333333333333,0,1,1,4,24
263,3,0,18,0,13,5,0,0,3,21,7,0,0,0,0,10,5,0,0,0,5,6,2,4,2,1,12,0,1,3,4.743589743589744,2,2,2,7,78
264,5,0,21,0,14,7,0,1,2,22,1,0,1,0,0,9,9,1,0,0,2,4,5,2,4,4,4,0,1,3,5.590163934426229,2,2,1,7,61
265,3,0,2,0,2,1,1,0,2,5,0,0,1,0,0,3,0,1,0,0,1,4,0,2,0,0,1,0,0,1,4.842105263157895,0,1,1,3,19
266,0,0,3,0,6,3,0,0,0,8,0,0,0,0,0,5,3,0,0,0,2,2,1,1,0,1,1,0,0,0,5.9,0,3,0,3,20
267,2,0,8,0,13,3,0,0,3,15,1,0,0,0,0,15,2,0,0,0,4,5,7,4,0,0,6,0,0,4,5.113636363636363,0,2,1,4,44
268,9,0,24,0,19,6,1,0,4,38,11,0,6,0,0,18,18,1,0,0,8,10,4,8,3,9,12,1,2,5,5.109375,3,7,3,10,128
269,6,0,25,0,28,9,0,0,2,37,12,0,7,0,0,20,10,1,0,1,8,6,5,5,3,1,13,1,0,2,5.933962264150943,1,7,2,8,106
270,5,2,18,0,24,11,1,0,1,35,13,1,10,0,0,14,5,0,0,0,12,13,1,3,2,2,9,2,2,0,5.775862068965517,2,15,3,11,116
271,1,0,22,0,10,10,0,1,0,22,2,0,5,0,0,7,8,0,0,0,2,1,4,3,1,2,12,2,2,5,5.082191780821918,4,3,2,7,73
272,1,0,7,0,10,1,2,0,0,13,1,0,2,0,0,5,2,0,0,0,3,2,1,2,3,5,2,0,1,0,5.766666666666667,1,4,1,3,30
273,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5.0,0,0,0,2,9
274,6,0,19,0,19,4,0,0,0,28,4,0,2,0,0,12,5,0,0,0,3,2,6,7,3,2,6,2,0,0,5.472972972972973,2,5,3,9,74
275,2,0,6,0,11,2,0,0,2,10,1,0,2,0,0,5,7,0,0,1,2,3,0,5,0,0,5,0,0,1,5.647058823529412,0,1,1,3,34
276,3,0,11,0,16,5,2,0,1,17,4,0,4,0,0,10,4,0,0,1,2,4,6,2,0,1,5,0,0,2,5.320754716981132,0,4,0,6,53
277,5,0,11,0,7,0,0,0,2,14,7,0,1,0,0,8,5,0,0,1,1,3,1,2,0,5,4,0,1,2,4.928571428571429,1,7,1,2,42
278,1,0,11,0,7,0,0,0,1,13,3,0,0,0,0,4,1,0,0,0,1,2,4,3,0,0,3,0,0,1,5.392857142857143,1,3,1,4,28
279,2,0,9,0,4,2,0,0,2,8,0,0,0,0,0,5,0,0,0,0,1,4,1,2,0,1,2,0,0,1,5.409090909090909,0,0,1,3,22
280,5,0,11,0,11,3,1,0,1,17,3,0,2,0,0,6,2,0,0,0,2,3,1,1,2,2,7,0,0,1,5.545454545454546,0,3,1,5,44
281,0,0,13,1,12,9,0,0,2,24,6,0,2,0,0,8,5,0,0,0,4,6,5,4,3,3,8,2,0,3,5.113924050632911,3,5,2,9,79
282,3,0,18,1,10,5,0,0,2,16,5,0,2,0,0,10,2,1,0,0,3,4,5,3,1,1,7,1,1,4,5.346153846153846,4,4,1,6,52
283,7,0,13,0,16,8,0,0,1,21,5,0,1,0,0,16,4,0,0,0,7,9,3,1,3,2,14,0,0,1,4.985294117647059,0,5,2,7,68
284,0,0,6,0,6,0,0,0,0,9,2,0,1,0,0,4,1,0,0,0,1,1,4,2,0,0,0,0,0,1,5.454545454545454,0,1,1,3,22
285,5,0,20,0,18,2,0,0,4,33,5,0,2,0,0,18,9,0,0,2,10,11,5,4,0,3,12,0,0,3,5.208791208791209,0,5,2,6,91
286,3,0,6,0,7,1,0,0,1,10,0,0,3,0,0,7,4,0,0,1,3,5,2,0,0,0,4,0,0,1,5.393939393939394,0,0,1,4,33
287,0,0,10,0,10,2,0,0,0,15,0,0,0,0,0,7,0,0,0,0,1,1,6,3,0,1,2,0,1,2,5.666666666666667,1,0,1,3,30
288,2,0,10,0,18,10,0,0,2,18,1,0,2,0,0,16,8,0,0,0,2,4,3,2,3,3,11,0,1,1,4.9411764705882355,1,3,2,8,68
289,4,0,20,0,13,2,1,0,1,24,0,1,2,0,0,15,5,0,0,0,8,9,4,5,0,8,6,0,0,3,5.029411764705882,1,2,2,8,68
290,3,0,8,0,8,1,0,0,0,12,4,0,0,0,0,7,4,0,0,1,1,3,6,0,0,1,4,1,0,1,5.314285714285714,1,2,1,4,35
291,3,0,7,0,5,0,0,0,0,9,1,0,3,0,1,3,1,0,0,0,1,1,1,0,0,1,1,0,0,0,5.85,0,1,0,3,20
292,2,0,9,0,9,3,0,0,3,7,2,0,3,0,0,8,2,0,0,0,2,6,0,0,0,4,2,0,0,0,5.111111111111111,0,4,2,5,36
293,0,0,6,0,1,3,0,0,1,7,0,0,2,0,0,3,0,0,0,0,3,3,2,0,0,1,3,0,0,0,4.5,0,4,1,1,22
294,12,0,20,1,26,14,0,0,4,45,4,0,6,1,0,18,12,0,0,1,15,13,7,5,4,1,9,1,0,0,5.7637795275590555,1,3,3,9,127
295,2,1,5,0,6,0,0,0,3,3,23,0,3,0,0,6,5,0,0,0,3,7,1,1,0,0,5,0,0,0,4.862068965517241,0,19,0,5,58
296,0,0,9,0,7,1,0,0,2,16,1,0,0,0,0,7,4,0,0,0,4,5,5,3,1,1,1,1,1,3,5.162790697674419,1,7,0,5,43
297,6,0,18,0,15,9,0,0,0,31,7,0,4,0,0,10,1,0,0,0,4,4,7,2,1,0,4,0,0,3,5.888888888888889,0,4,3,6,72
298,3,0,8,0,6,1,0,0,2,12,0,0,1,0,0,2,2,0,0,0,3,4,0,2,0,0,3,0,0,1,5.777777777777778,0,1,1,3,27
299,5,0,15,0,23,9,2,3,5,21,13,0,11,0,0,16,8,0,0,0,5,7,1,8,1,1,13,0,0,1,5.951456310679611,0,10,2,8,103
300,10,0,16,0,15,6,0,0,3,33,9,0,4,0,0,20,6,0,0,0,4,5,2,6,3,4,15,2,0,3,5.510869565217392,0,7,3,6,92
301,5,0,16,0,13,2,0,0,2,20,3,0,1,0,0,7,7,0,0,2,4,6,6,3,2,0,5,0,0,2,5.224137931034483,1,2,2,6,58
302,7,0,14,0,11,7,0,0,4,16,6,0,2,0,0,11,9,0,0,0,3,7,2,2,4,3,5,0,0,2,5.236111111111111,0,2,2,7,72
303,7,0,27,0,22,9,1,0,2,35,3,0,9,0,0,21,11,0,0,1,4,3,5,4,1,4,13,3,0,6,5.46,3,3,3,8,100
304,3,0,7,0,19,6,0,0,2,13,1,0,2,0,0,10,8,0,0,0,3,5,3,0,4,1,6,0,0,1,5.68,0,0,2,7,50
305,1,0,10,0,3,1,0,0,0,14,3,0,1,0,0,1,1,0,0,0,0,0,2,1,0,1,4,0,0,0,5.161290322580645,0,5,0,3,31
306,9,1,29,0,25,10,1,0,7,40,10,0,9,0,0,31,12,0,0,0,15,18,6,5,1,3,16,1,0,2,5.333333333333333,1,11,3,16,135
307,6,0,18,0,13,3,0,0,7,39,4,0,2,0,0,13,4,0,0,1,9,13,3,5,1,0,3,1,0,5,5.546511627906977,1,3,2,6,86
308,2,0,9,0,4,1,0,0,0,11,1,0,1,0,0,6,2,0,0,0,0,0,2,0,0,0,5,1,0,1,5.333333333333333,1,3,1,4,24
309,0,0,2,0,0,2,0,0,0,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.666666666666667,0,0,0,2,9
310,0,0,12,0,12,7,0,0,3,16,0,0,0,0,0,8,2,0,0,0,3,4,1,2,1,1,5,0,0,0,5.214285714285714,0,1,1,4,42
311,6,0,19,0,19,6,1,2,2,32,9,0,5,0,0,12,4,0,0,4,8,7,10,5,2,3,7,0,0,2,5.849462365591398,1,11,3,10,93
312,2,0,6,0,3,1,0,0,1,7,0,0,0,0,0,3,5,0,0,2,2,4,1,2,0,1,2,0,1,0,5.0,1,2,1,2,18
313,1,0,11,0,14,3,0,0,2,15,2,0,1,0,0,2,1,1,0,0,1,3,4,0,3,0,3,1,0,1,5.857142857142857,1,2,1,4,35
314,3,0,9,0,9,3,0,0,3,23,5,0,4,0,0,3,0,0,0,0,1,4,1,0,0,0,2,0,0,2,5.956521739130435,1,8,2,4,46
315,2,0,8,0,5,1,0,0,1,13,1,0,2,0,0,3,5,0,0,0,3,3,2,0,0,1,1,0,2,1,4.071428571428571,2,0,0,1,28
316,0,0,5,0,9,5,1,0,0,15,3,0,2,0,0,11,5,0,0,3,6,4,2,2,2,0,6,0,0,1,5.979166666666667,0,3,1,14,48
317,4,0,9,0,11,2,0,0,1,12,11,0,4,0,0,7,3,0,0,0,1,2,3,2,0,3,3,0,0,2,5.458333333333333,0,7,0,8,48
318,2,0,11,0,12,1,0,0,2,15,2,0,5,0,0,10,4,0,0,0,3,5,1,1,2,0,9,0,0,3,5.5813953488372094,0,3,2,5,43
319,1,0,3,0,9,0,2,0,3,5,0,0,0,0,0,7,5,0,0,0,1,3,0,0,1,0,5,0,0,1,5.111111111111111,0,3,1,1,18
320,2,0,14,0,8,0,0,0,2,20,0,0,0,0,0,6,5,0,0,0,0,2,1,2,1,1,6,0,0,3,5.0476190476190474,0,0,1,3,42
321,1,0,9,0,12,2,0,0,1,9,3,0,1,0,0,4,7,0,0,0,2,3,0,1,1,3,4,0,0,1,5.090909090909091,0,4,1,4,33
322,1,0,4,0,4,2,0,0,1,9,2,0,4,0,0,4,2,0,0,1,6,7,0,3,0,4,6,0,1,0,5.324324324324325,1,3,1,2,37
323,2,0,8,0,6,3,0,1,0,13,0,0,2,0,0,10,2,1,0,0,2,1,4,4,2,0,5,0,0,2,5.583333333333333,0,0,2,3,36
324,11,0,19,0,15,12,1,0,7,24,9,1,5,0,0,11,12,4,0,1,8,12,1,6,0,0,11,0,0,4,5.601941747572815,1,7,3,7,103
325,1,0,6,0,4,1,0,0,0,10,0,0,2,0,0,3,2,0,0,0,1,1,0,0,0,1,2,0,0,0,2.106382978723404,0,3,1,2,47
326,6,0,14,0,21,12,0,0,2,26,9,0,4,0,0,14,18,0,0,0,11,8,2,3,0,1,14,0,1,3,5.520833333333333,1,9,3,7,96
327,4,0,12,0,9,1,2,0,0,15,3,0,1,0,0,14,3,0,0,0,3,2,6,5,1,1,4,0,0,3,5.040816326530612,0,2,1,6,49
328,0,0,9,0,11,5,0,0,1,9,1,0,1,0,0,4,2,0,0,0,0,1,4,0,2,1,3,0,0,2,5.642857142857143,0,1,1,5,28
329,4,0,4,0,9,4,1,0,2,8,0,0,1,0,0,12,3,0,0,0,1,3,1,2,0,1,4,0,0,1,5.0,0,0,2,4,34
330,4,0,6,0,5,1,0,0,3,8,2,0,1,0,0,8,6,0,0,0,1,4,6,1,2,1,2,0,0,3,2.981818181818182,1,1,1,5,55
331,4,0,19,0,18,1,0,0,0,25,3,0,1,0,0,18,4,0,0,0,4,3,5,2,2,5,9,0,1,4,5.25,3,1,1,5,60
332,3,0,9,0,7,0,0,0,1,15,2,0,2,0,0,7,6,0,0,0,2,2,3,1,1,1,3,1,0,2,5.425,0,2,1,4,40
333,5,0,12,0,18,3,0,0,1,16,0,0,3,0,0,6,10,1,0,0,4,5,0,1,1,4,7,1,0,0,5.425531914893617,0,3,1,4,47
334,12,1,38,0,22,8,0,0,6,43,12,0,9,0,0,28,13,0,0,0,8,13,6,5,4,11,17,3,3,4,5.178571428571429,8,5,2,15,140
335,5,0,15,0,30,13,0,0,4,21,6,0,7,0,0,15,2,0,0,1,7,12,1,4,4,0,12,1,0,0,5.823529411764706,0,3,3,7,85
336,4,0,11,0,10,4,0,0,1,21,8,0,1,0,0,5,4,0,0,0,3,7,2,1,0,2,7,0,0,2,4.982456140350878,0,8,1,7,57
337,4,0,8,0,11,2,1,0,1,12,5,0,4,0,0,15,5,0,0,0,4,5,3,2,1,2,8,0,0,2,4.980769230769231,1,2,1,6,52
338,1,0,6,0,8,2,1,0,1,9,1,0,2,0,0,6,4,0,0,0,3,5,3,8,1,0,6,0,0,0,5.027777777777778,0,4,0,6,36
339,1,0,5,0,3,1,0,0,1,8,0,0,0,0,0,6,1,0,0,0,3,3,2,1,0,0,5,0,0,1,5.666666666666667,0,2,0,2,18
340,6,0,10,1,9,9,0,1,4,16,2,0,2,0,0,11,3,0,0,0,8,11,3,1,4,0,4,1,1,2,5.2407407407407405,2,3,2,4,54
341,3,2,12,0,20,6,0,0,1,17,2,0,0,0,0,20,2,0,0,0,1,2,9,3,0,4,5,1,0,3,4.581818181818182,1,3,1,5,55
342,0,0,4,0,7,1,1,0,2,11,1,0,1,0,0,5,2,0,0,0,0,2,3,0,1,0,1,0,0,2,5.52,1,2,1,3,25
343,1,0,5,0,3,1,0,0,1,3,1,0,0,0,0,4,1,0,0,0,2,3,1,1,0,0,4,0,2,0,5.0,2,1,0,1,12
344,6,0,16,0,16,4,0,0,1,21,4,0,9,0,0,14,8,0,0,0,5,6,0,2,1,2,10,1,0,1,5.586666666666667,0,6,2,7,75
345,1,0,2,0,4,0,0,0,0,3,4,0,1,0,0,1,2,0,0,0,3,3,0,1,0,0,1,1,0,0,5.266666666666667,0,0,1,2,15
