,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
172,4,0,17,0,18,8,0,0,1,20,17,0,7,0,0,10,3,0,0,1,1,1,6,1,0,2,4,0,0,0,5.513888888888889,0,4,2,6,72
173,5,1,20,0,17,7,1,0,0,22,0,0,6,0,0,7,9,0,0,0,2,2,1,4,3,2,12,1,0,2,6.04054054054054,1,2,2,13,74
174,4,3,9,0,11,6,0,0,0,14,1,0,5,0,0,9,3,0,0,1,7,4,6,4,0,1,3,0,0,0,4.517857142857143,0,2,2,7,56
175,0,0,3,0,4,1,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,1,5.2727272727272725,0,1,1,2,11
176,0,1,11,0,10,6,0,0,0,17,3,0,3,0,0,9,5,0,0,1,0,0,3,1,1,0,11,1,0,2,5.66,0,3,1,7,50
177,5,0,22,0,17,6,0,1,0,23,2,0,9,0,0,2,4,0,0,0,4,5,0,5,1,4,9,2,1,0,5.640625,3,4,2,7,64
178,5,1,25,0,21,12,0,0,4,36,3,0,7,0,0,25,7,0,0,1,5,9,4,5,8,4,20,1,1,4,5.112,1,9,3,14,125
179,2,2,32,1,22,10,2,0,2,42,3,0,10,0,0,6,10,0,0,0,9,10,4,2,5,1,9,0,0,0,5.726415094339623,0,6,3,13,106
180,4,0,13,1,18,9,0,0,1,13,1,0,5,0,0,16,12,0,1,1,3,2,20,7,8,0,1,1,0,1,5.279411764705882,0,3,2,8,68
181,4,0,22,0,15,5,0,0,1,28,8,0,3,0,0,5,3,0,0,0,5,3,6,2,3,0,0,0,0,0,6.415384615384616,0,0,2,11,65
182,5,1,15,0,9,3,0,0,7,22,6,0,4,0,0,5,5,0,0,1,0,8,1,1,3,0,2,0,1,0,5.415094339622642,1,1,2,7,53
183,8,1,14,0,19,9,0,2,0,29,4,0,5,0,0,21,10,0,0,2,6,8,15,4,5,5,2,1,1,3,5.25531914893617,1,4,2,16,94
184,3,0,4,1,5,3,0,0,2,8,1,0,4,0,0,3,3,0,0,1,1,4,0,1,0,1,3,2,0,0,5.344827586206897,0,3,1,6,29
185,2,0,12,2,11,2,0,0,0,23,13,0,1,0,0,6,6,0,0,3,3,3,13,2,0,1,1,2,0,1,5.419354838709677,0,0,2,7,62
186,5,0,22,0,31,4,0,0,2,36,31,0,3,0,0,12,3,0,0,1,3,4,5,6,5,0,8,0,1,1,6.036697247706422,1,4,3,8,109
187,0,0,4,0,4,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,1,0,3,2,1,2,1,1,1,0,6.066666666666666,1,1,1,3,15
188,1,2,8,0,4,0,0,1,0,9,0,0,2,0,0,3,0,0,0,0,1,1,5,0,2,0,2,1,0,2,5.136363636363637,0,0,3,2,22
189,7,0,9,0,18,5,0,0,3,16,3,0,5,0,0,14,5,0,0,0,7,8,12,1,1,0,1,0,0,0,5.186440677966102,0,4,2,5,59
190,7,0,23,1,19,6,2,0,3,31,5,0,6,0,0,19,11,4,0,0,2,10,12,5,2,1,4,0,0,1,5.383838383838384,0,3,2,11,99
191,5,1,19,0,18,9,1,0,2,24,4,0,4,0,0,18,7,0,0,0,6,5,12,1,4,2,6,1,0,0,5.309859154929577,0,1,1,11,71
192,9,0,20,0,17,8,1,1,3,28,4,0,8,0,0,8,9,0,0,1,2,7,13,8,3,1,0,0,0,1,6.538461538461538,0,4,3,10,91
193,6,1,14,0,9,7,2,0,4,33,6,0,2,0,0,9,7,0,0,1,2,8,2,2,2,2,11,1,0,0,5.1,0,1,2,8,90
194,0,0,12,0,8,1,0,0,0,10,0,0,4,0,0,4,0,0,0,0,0,0,6,2,2,1,0,0,0,0,5.75,0,0,1,5,28
195,1,1,14,0,16,1,3,0,0,19,0,0,2,0,0,9,3,0,0,0,2,2,9,3,1,0,0,1,2,0,5.073170731707317,3,2,2,6,41
196,3,0,9,0,10,3,0,0,1,17,4,0,4,0,0,4,5,0,0,2,1,3,4,3,2,1,2,0,0,2,5.2727272727272725,0,5,1,5,55
197,0,0,18,0,10,4,0,0,2,13,3,0,4,0,2,9,3,0,0,0,2,5,10,3,1,5,0,0,1,4,4.48936170212766,1,0,1,6,47
198,7,1,23,0,22,8,8,1,7,37,2,0,5,0,0,19,7,0,0,1,6,10,11,9,3,2,1,0,0,0,5.685714285714286,0,9,2,6,105
199,5,0,16,0,12,4,0,0,0,22,2,0,9,0,0,9,3,0,0,1,3,3,2,5,3,1,4,1,0,0,5.868852459016393,0,3,3,7,61
200,0,0,4,0,3,2,0,0,0,4,0,0,0,0,0,3,0,0,1,0,1,1,0,2,1,2,2,0,0,1,5.333333333333333,1,1,2,3,12
201,9,1,38,0,24,16,1,0,3,44,10,0,3,0,0,13,12,0,0,0,1,6,3,3,10,5,17,1,1,4,6.015151515151516,1,6,3,18,132
202,5,1,10,0,17,7,1,0,2,16,1,0,6,0,0,14,7,0,0,3,8,8,12,5,3,0,3,0,0,0,5.720588235294118,0,0,3,8,68
203,0,0,19,1,26,11,1,0,2,28,14,0,13,0,0,15,7,0,0,0,7,4,11,2,3,2,3,0,1,1,5.91919191919192,1,6,3,12,99
204,2,0,20,0,14,6,1,0,1,26,13,0,5,0,0,6,9,1,0,1,3,6,7,4,3,0,8,0,0,0,5.838709677419355,0,9,3,11,93
205,3,0,13,0,7,3,0,0,0,20,1,0,3,0,0,3,3,0,0,0,1,0,4,0,2,2,4,0,0,1,5.9,0,0,1,6,40
206,3,0,11,0,13,5,1,0,2,22,3,0,5,0,0,12,3,0,0,0,2,4,7,2,2,3,1,1,0,0,4.915254237288136,0,4,2,8,59
207,1,1,9,0,6,5,1,0,1,11,0,0,2,0,0,7,1,0,0,0,1,2,5,3,2,1,3,1,0,1,4.885714285714286,0,1,2,6,35
208,2,0,9,0,5,2,0,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,5.380952380952381,0,0,1,4,21
209,0,1,4,0,2,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.7,0,0,0,2,10
210,1,0,6,1,5,0,1,0,4,11,1,0,2,0,0,11,6,0,0,1,2,6,1,1,1,5,0,0,0,1,5.0,1,3,1,6,44
211,8,0,25,2,27,4,0,0,2,33,4,0,12,0,1,22,15,0,0,1,5,7,19,4,5,3,3,0,0,1,5.509433962264151,0,2,2,15,106
212,5,0,13,0,19,3,0,2,1,31,7,0,7,1,0,15,9,0,0,0,0,1,9,6,5,3,2,0,0,3,5.465116279069767,0,10,2,10,86
213,5,0,20,1,22,11,1,1,0,29,14,0,8,0,0,13,7,1,0,0,4,3,0,4,7,2,14,1,0,0,5.989583333333333,1,1,3,8,96
214,3,0,16,2,4,2,0,0,0,23,1,0,1,0,0,4,3,0,0,1,3,2,3,0,0,0,6,0,0,0,5.5,0,3,1,9,42
215,5,1,22,0,22,15,1,0,6,28,8,0,8,0,0,21,14,1,0,0,3,9,13,5,5,1,9,2,0,1,5.554621848739496,1,4,3,15,119
216,5,0,23,0,15,4,1,0,0,24,7,0,8,0,0,10,4,0,0,0,3,3,10,4,1,1,3,0,0,0,5.730769230769231,0,1,3,11,78
217,4,0,16,1,8,1,0,0,2,19,0,0,4,0,0,5,3,0,0,1,2,5,4,1,4,3,2,2,1,2,5.0,2,2,1,4,42
218,3,1,16,0,9,7,0,1,1,21,11,0,0,0,0,16,3,0,0,1,3,3,13,5,6,2,3,1,0,5,5.545454545454546,0,5,2,10,77
219,6,0,30,0,24,16,1,0,1,34,5,0,14,0,0,14,4,0,0,1,6,3,13,4,9,1,4,1,1,2,5.663551401869159,1,1,3,15,107
220,1,0,8,0,3,2,0,0,0,9,0,0,2,0,0,4,6,0,0,1,2,1,6,3,0,0,0,0,0,0,5.580645161290323,0,0,2,7,31
221,6,1,17,0,20,10,1,0,0,29,14,0,11,1,0,19,11,0,1,1,5,6,14,1,3,1,2,1,0,0,5.283018867924528,1,7,0,17,106
222,1,1,5,0,3,2,0,0,0,5,0,0,2,0,0,6,0,0,0,0,0,0,3,1,2,0,5,0,0,2,5.428571428571429,1,0,2,4,21
223,3,0,4,0,6,3,0,0,0,9,1,0,1,0,0,6,0,0,0,1,1,1,2,4,1,1,0,0,0,0,5.25,0,0,1,3,24
224,4,0,32,1,15,13,0,0,2,34,11,0,8,0,0,14,8,0,0,0,6,3,20,1,2,2,2,0,0,2,4.905982905982906,0,1,3,15,117
225,8,2,29,0,24,9,0,0,1,47,4,0,6,1,0,13,9,1,0,1,0,2,20,4,9,1,1,1,0,4,5.716814159292035,0,5,1,12,113
226,2,0,3,0,3,3,0,0,1,11,4,0,0,0,0,3,1,0,0,0,1,2,1,0,2,0,6,0,1,0,5.730769230769231,1,1,2,3,26
227,1,0,10,0,6,3,0,0,3,15,2,0,1,0,0,3,6,0,0,0,0,3,0,2,0,2,5,0,0,0,5.972972972972973,0,4,0,6,37
228,0,0,1,0,2,1,0,0,3,6,0,0,0,0,0,5,2,0,0,0,0,2,0,3,1,0,1,0,0,0,5.375,0,1,0,3,16
229,14,0,18,2,17,6,3,0,2,23,6,0,6,0,0,19,3,0,0,2,6,8,14,4,1,2,5,1,0,1,5.475,0,1,3,8,80
230,3,0,10,1,11,6,2,0,1,12,0,0,1,0,0,11,5,0,0,0,5,5,11,4,1,1,0,0,0,2,4.978260869565218,0,2,2,7,46
231,6,0,13,0,14,4,0,1,4,19,8,0,8,0,0,12,3,0,0,1,5,8,5,2,0,3,3,1,1,0,5.298507462686567,0,2,2,7,67
232,1,2,10,0,13,4,1,0,0,14,3,0,5,0,0,6,3,0,0,1,0,0,3,4,3,1,5,1,0,0,6.0,1,2,1,5,48
233,1,2,21,0,11,8,1,0,0,25,15,0,4,0,0,6,6,0,0,0,4,4,2,3,3,1,10,0,1,0,5.532467532467533,1,3,2,7,77
234,1,0,9,0,9,5,0,0,0,12,2,0,2,0,0,0,2,0,0,0,0,0,3,2,2,0,1,0,0,1,6.074074074074074,0,3,1,4,27
235,4,0,11,0,16,6,1,0,3,16,2,0,0,0,0,4,7,0,0,0,0,3,6,4,2,0,0,0,0,0,5.794117647058823,0,0,1,5,34
236,6,0,6,0,8,4,0,0,0,13,1,0,1,0,0,6,3,0,0,0,0,0,3,4,1,1,1,0,0,0,6.0606060606060606,0,1,1,5,33
237,5,1,22,2,20,6,0,0,0,28,13,0,8,1,0,14,10,0,0,0,2,3,13,2,4,1,5,0,0,3,5.366666666666666,2,0,2,8,90
238,1,0,5,0,4,1,1,0,0,7,0,0,2,0,0,4,3,0,0,0,2,1,7,1,1,0,0,0,0,2,5.52,0,1,1,4,25
239,4,1,14,2,12,7,0,0,1,15,5,0,6,0,0,9,6,0,0,2,3,4,3,3,3,2,4,2,0,0,5.446428571428571,0,1,2,8,56
240,2,0,30,0,21,8,0,2,2,27,11,0,6,0,0,7,8,1,0,0,1,2,5,3,5,0,4,1,0,0,6.308641975308642,1,3,2,8,81
241,5,1,20,0,15,9,0,0,0,29,6,0,5,0,0,22,6,1,0,1,4,3,18,6,4,3,0,1,0,2,5.380434782608695,0,7,2,14,92
242,1,0,15,2,19,4,2,0,4,18,1,0,3,0,0,14,7,2,0,0,1,5,13,4,5,0,2,1,0,0,5.36,1,0,2,6,50
243,0,1,13,0,11,3,1,0,1,14,2,0,9,0,0,6,2,1,0,2,4,5,6,2,2,3,1,1,0,0,5.434782608695652,0,1,2,7,46
244,4,0,24,1,24,3,0,0,2,37,4,0,6,0,0,15,9,0,0,2,6,6,15,3,6,6,3,0,1,4,5.948453608247423,1,6,3,12,97
245,2,0,8,0,4,3,1,0,0,10,0,0,2,0,0,5,4,0,0,0,0,0,5,3,0,0,1,0,0,1,5.583333333333333,0,1,2,3,24
246,4,0,17,0,18,9,3,1,0,20,6,0,2,0,0,17,8,1,0,0,4,3,14,3,2,1,7,1,0,1,5.607142857142857,1,4,3,10,84
247,3,0,11,0,11,2,0,0,5,20,0,0,2,0,0,7,7,0,0,3,0,7,5,4,3,1,0,0,1,0,5.76,1,1,3,8,50
248,2,0,10,0,7,4,0,0,2,12,12,0,3,0,0,2,3,0,0,0,0,2,2,1,0,1,5,1,0,0,6.3,0,3,1,4,40
249,2,1,29,2,27,9,0,0,1,40,4,0,10,0,0,9,9,1,0,1,8,6,2,7,3,2,11,0,1,0,6.11214953271028,1,6,3,11,107
250,3,0,5,0,4,0,0,0,0,8,0,0,1,0,0,4,2,0,0,1,1,2,4,1,0,0,0,0,0,0,5.928571428571429,0,2,1,2,14
251,3,0,5,0,4,2,0,0,1,8,0,0,2,0,0,2,2,0,0,0,0,4,2,0,1,0,0,0,0,0,5.666666666666667,0,3,1,3,21
252,2,0,9,0,14,7,0,0,4,12,3,0,11,0,0,14,2,0,0,0,2,7,1,4,0,4,5,1,0,0,5.95,0,8,2,7,60
253,3,1,23,0,16,9,1,0,2,31,3,0,4,0,0,4,8,0,0,0,1,4,3,3,1,0,7,1,0,0,5.926470588235294,0,2,1,4,68
254,0,0,4,0,1,2,0,0,0,5,0,0,0,0,0,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,4.818181818181818,0,0,2,2,11
255,5,0,8,0,9,1,0,0,2,12,1,0,1,0,0,13,3,0,0,1,4,6,6,3,5,3,1,0,0,2,5.0,1,3,1,3,36
256,0,0,6,0,3,3,0,0,0,5,6,0,3,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,4.666666666666667,0,0,1,2,24
257,6,0,15,1,14,5,0,0,0,21,2,0,4,0,0,17,7,0,0,1,5,3,10,1,3,1,7,1,1,2,5.552238805970149,2,0,2,10,67
258,7,0,19,0,16,7,2,0,1,21,6,0,6,0,0,21,4,0,0,6,8,7,2,6,1,1,19,0,0,3,5.349397590361446,1,3,2,11,83
259,1,0,3,0,2,1,0,0,2,5,1,0,1,0,0,3,3,0,0,0,0,3,0,2,0,0,1,0,1,0,5.421052631578948,1,0,0,5,19
260,6,0,13,0,20,21,0,0,6,28,15,0,4,0,1,5,9,0,0,0,6,10,2,5,2,1,3,0,0,3,6.468085106382978,0,5,2,8,94
261,5,2,18,0,9,8,0,0,1,31,20,0,2,0,0,3,4,0,0,0,5,4,5,4,0,0,6,0,0,2,5.576470588235294,1,1,3,11,85
262,3,0,4,0,4,4,1,0,1,11,1,0,2,0,0,5,4,0,0,0,2,3,5,0,0,1,0,0,0,2,5.483870967741935,0,1,1,3,31
263,1,0,2,0,1,1,0,1,1,2,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,5.888888888888889,0,1,1,2,9
264,4,0,21,0,16,7,1,0,0,32,3,0,6,0,0,7,10,2,0,0,4,7,5,1,4,1,4,1,0,1,6.2592592592592595,1,2,2,10,81
265,3,1,19,0,14,3,1,0,0,19,0,0,6,0,0,7,5,0,1,1,0,1,0,2,1,2,10,0,0,0,6.133333333333334,0,0,1,8,45
266,2,1,17,0,20,11,2,1,2,29,11,0,9,0,0,16,8,0,0,1,3,5,7,2,3,4,6,1,0,5,5.152380952380953,2,6,3,13,105
267,9,0,15,0,18,9,2,0,1,25,4,0,6,0,0,15,12,0,0,0,4,6,8,5,7,2,8,0,1,0,5.326086956521739,1,3,1,10,92
268,3,0,24,0,21,12,1,0,3,30,13,0,2,0,0,8,2,0,0,0,3,3,4,4,1,0,7,0,0,0,5.463414634146342,0,5,3,9,82
269,3,0,15,0,7,0,1,0,1,16,1,0,6,0,0,4,2,0,0,0,1,2,5,3,1,1,0,0,0,2,6.388888888888889,1,2,1,4,36
270,3,0,29,0,29,8,3,1,0,45,6,0,10,1,0,14,9,1,0,0,3,3,9,8,4,2,11,2,0,0,6.084745762711864,2,2,3,14,118
271,4,2,33,0,23,9,1,0,1,43,10,0,11,0,0,8,10,0,0,1,2,3,19,6,3,2,3,0,0,2,6.0625,0,6,3,18,128
272,2,0,12,1,9,1,0,0,1,10,7,0,5,0,0,3,1,1,0,0,2,5,2,2,0,1,3,0,0,0,5.111111111111111,0,3,1,4,36
273,2,2,13,1,8,2,0,0,4,14,2,0,3,0,0,1,0,0,0,0,0,4,1,0,1,0,3,0,0,1,5.451612903225806,0,1,1,5,31
274,9,1,16,0,26,5,2,0,2,27,0,0,6,0,0,21,5,0,0,1,6,9,5,8,1,0,15,0,0,3,5.458823529411765,1,6,3,8,85
275,7,1,23,2,21,9,0,0,0,32,3,0,10,0,0,20,9,0,0,1,2,1,8,6,6,7,12,2,0,1,5.355140186915888,1,5,3,13,107
276,2,1,5,0,4,4,0,0,1,8,0,0,2,0,0,8,6,0,0,0,0,1,1,0,1,2,5,0,0,0,5.230769230769231,0,2,1,3,26
277,2,1,4,0,4,4,0,0,0,6,4,0,3,0,0,1,3,0,0,0,1,1,2,0,1,1,1,0,0,0,5.4,0,1,1,6,25
278,1,0,4,0,3,1,0,0,0,6,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,5.466666666666667,1,1,1,2,15
279,1,0,6,0,3,2,0,0,0,5,0,0,1,0,0,1,5,0,0,0,1,1,2,1,1,0,0,0,0,0,5.428571428571429,0,3,1,3,14
280,4,0,8,0,6,2,0,0,4,16,3,0,2,0,0,10,3,0,0,0,0,4,0,2,2,4,1,0,0,2,5.333333333333333,0,2,3,6,39
281,2,0,10,1,11,4,0,0,1,15,5,0,6,0,0,4,6,0,0,0,1,2,3,1,2,3,0,0,0,0,6.0227272727272725,0,7,2,8,44
282,1,1,10,0,11,3,1,0,3,12,11,0,3,0,0,7,0,0,0,1,1,3,1,1,2,0,4,1,0,0,6.386363636363637,0,3,1,5,44
283,4,0,19,0,18,12,3,0,0,31,11,0,6,0,0,10,4,0,0,0,10,8,17,5,4,0,0,1,0,1,5.63302752293578,0,3,3,12,109
284,5,0,24,0,25,6,0,1,0,36,8,0,5,0,0,21,9,1,0,0,4,3,21,6,8,8,1,1,1,3,5.672727272727273,0,6,3,11,110
285,9,0,37,1,28,31,0,1,1,42,26,0,10,0,0,6,12,0,0,0,4,3,4,2,4,2,9,0,0,3,6.2756410256410255,0,8,3,19,156
286,4,0,15,0,6,3,0,0,1,17,1,0,3,0,0,11,4,0,0,0,4,5,13,3,3,0,2,0,0,0,5.090909090909091,0,0,2,8,55
287,1,0,11,0,10,0,0,0,0,11,0,0,2,0,0,3,0,0,0,0,1,1,4,0,0,0,0,0,0,0,5.0,0,0,1,5,22
288,11,0,25,0,20,13,1,0,3,37,12,0,5,0,0,11,11,0,0,1,5,6,15,6,5,0,3,0,1,0,5.741666666666666,0,2,3,15,120
289,5,1,20,0,20,12,0,0,4,37,1,0,8,0,0,20,9,1,0,1,7,10,14,8,7,2,4,1,0,1,5.82051282051282,1,7,3,7,117
290,1,0,7,0,3,2,1,0,0,5,0,0,1,0,0,7,1,2,0,0,2,2,4,1,3,0,1,2,0,0,1.9019607843137254,2,1,1,3,51
291,7,2,16,0,13,6,0,0,1,31,5,0,6,0,0,22,6,0,0,2,11,9,17,11,3,2,1,0,0,2,5.663157894736842,1,2,3,16,95
292,3,0,8,0,3,6,0,0,0,13,5,0,5,0,0,4,1,0,0,1,5,3,3,3,3,1,3,1,1,0,6.222222222222222,2,4,2,7,45
293,3,1,14,0,19,8,1,0,1,24,4,0,9,0,0,13,3,0,0,2,4,3,11,6,4,0,0,1,1,0,5.697368421052632,1,3,2,10,76
294,4,0,13,1,12,3,0,0,1,11,1,0,5,0,0,9,7,0,0,0,3,3,6,5,1,3,5,1,1,0,5.355555555555555,2,6,1,6,45
295,4,1,14,0,13,6,0,0,1,22,2,0,1,0,0,5,1,0,0,1,0,1,6,2,3,0,1,0,0,1,5.387755102040816,0,0,1,7,49
296,3,0,9,0,5,2,0,0,0,7,0,0,3,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,1,5.111111111111111,1,0,1,1,18
297,4,1,19,0,24,7,2,1,4,36,9,0,6,0,0,8,7,0,0,0,3,7,6,4,4,0,6,0,0,0,6.114942528735632,0,4,3,12,87
298,0,0,6,0,3,1,0,0,0,5,0,0,4,0,0,1,1,0,0,1,1,0,0,0,0,1,3,1,0,0,5.933333333333334,0,1,1,3,15
299,1,0,7,0,11,4,0,0,4,12,1,0,2,0,0,8,4,0,0,0,1,5,2,5,1,1,2,0,0,0,5.888888888888889,0,1,1,4,36
300,8,0,16,1,11,14,0,0,1,20,1,0,5,0,0,7,7,0,0,0,5,4,7,3,2,1,2,0,0,1,6.111111111111111,0,0,2,9,63
301,0,0,8,1,7,5,0,0,1,13,1,0,6,0,0,10,1,0,0,1,1,1,1,2,2,4,6,0,0,1,5.1020408163265305,0,6,3,6,49
302,8,1,26,0,30,7,1,0,5,42,8,0,7,0,0,20,5,0,0,0,1,8,10,6,8,4,1,0,0,2,5.936936936936937,1,3,1,14,111
303,4,1,30,0,24,9,0,0,3,37,12,0,11,0,0,11,5,0,0,2,7,10,9,2,3,1,11,0,1,1,5.2521008403361344,1,7,3,14,119
304,3,0,4,0,9,2,0,0,1,3,0,0,2,0,0,4,3,1,0,0,1,1,6,2,3,0,0,0,2,0,6.0,2,0,1,2,18
305,10,0,20,0,18,9,1,0,1,41,3,0,4,0,0,20,5,0,0,0,7,6,21,3,2,2,1,1,1,1,5.893203883495145,3,4,3,10,103
306,1,0,16,1,17,7,0,0,0,22,7,0,8,0,0,7,7,0,0,0,6,6,5,3,6,1,1,0,0,0,5.720588235294118,0,13,2,7,68
307,3,0,17,1,23,14,0,0,4,33,12,0,7,0,0,18,6,0,0,1,7,9,11,7,2,2,6,3,0,2,5.627272727272727,2,6,3,10,110
308,2,2,23,1,14,6,2,0,1,31,11,0,5,0,0,5,1,1,0,0,4,4,10,1,3,3,8,1,0,4,6.0,2,3,3,12,86
309,1,0,10,0,10,2,1,0,0,18,4,0,2,0,0,7,4,0,0,0,2,2,7,4,4,0,2,1,0,0,5.8,1,0,2,6,50
310,3,0,6,2,13,6,0,0,1,9,1,0,6,0,0,5,2,0,0,0,2,4,7,1,0,2,0,0,1,0,6.026315789473684,1,2,2,6,38
311,0,0,13,0,7,5,1,0,1,15,0,0,4,0,0,2,0,0,0,0,5,3,3,1,2,0,1,1,0,1,5.5,1,1,1,4,36
312,1,1,16,0,12,3,0,0,3,19,0,0,2,0,0,9,9,0,0,0,1,5,9,1,1,2,0,1,0,1,5.4,0,1,2,7,45
313,8,1,27,3,22,10,0,0,1,47,6,0,3,1,0,15,7,2,0,0,7,9,12,7,2,1,1,0,0,0,6.31858407079646,0,6,3,12,113
314,2,0,19,1,14,5,0,0,2,22,20,1,4,0,0,10,5,0,0,1,2,4,5,3,4,0,5,0,0,0,5.455696202531645,0,2,2,9,79
315,6,1,23,3,15,8,1,0,8,24,2,0,5,0,0,12,12,0,0,2,4,10,0,1,5,8,11,1,1,3,5.506024096385542,1,1,1,12,83
316,2,0,11,0,4,2,0,0,1,9,0,0,2,0,0,4,1,0,0,0,0,1,4,3,0,0,0,0,0,0,5.033333333333333,0,1,2,5,30
317,3,0,5,0,2,6,0,0,0,12,0,0,2,0,0,2,3,0,0,0,5,3,2,1,1,2,0,1,1,0,5.090909090909091,2,4,0,3,33
318,3,0,13,0,8,5,1,0,1,17,1,0,4,0,0,7,3,0,0,1,1,1,9,1,2,2,0,0,0,1,5.666666666666667,0,0,1,7,48
319,4,0,8,0,5,5,0,0,1,15,0,0,1,0,0,8,1,0,0,0,0,2,4,1,0,1,1,1,0,1,4.133333333333334,1,4,1,5,30
320,4,0,13,0,11,8,1,0,0,23,0,0,9,1,0,11,5,0,0,1,5,4,0,0,1,5,10,0,0,2,5.405797101449275,0,2,2,9,69
321,9,0,18,0,23,6,0,0,1,27,18,0,7,0,0,10,5,2,0,1,1,3,4,2,6,0,8,1,0,1,6.1,1,5,3,8,90
322,9,1,40,0,24,10,0,0,0,53,3,0,11,0,0,9,9,0,0,1,4,3,2,2,7,1,21,2,0,2,5.608,1,2,3,15,125
323,2,1,14,0,12,2,0,0,1,19,0,0,2,0,0,9,6,0,0,1,3,4,3,3,2,0,6,0,0,4,5.36734693877551,0,2,2,4,49
324,2,0,9,0,4,3,0,0,2,10,0,0,0,0,0,7,4,0,0,0,0,2,0,0,2,4,2,1,0,1,4.689655172413793,0,1,1,4,29
325,1,0,10,0,4,5,0,0,0,10,1,0,3,0,0,5,6,0,0,1,4,3,5,2,1,0,0,0,0,0,5.375,0,0,1,6,32
326,7,2,17,0,12,1,2,0,1,29,9,0,3,0,0,19,7,0,0,1,3,5,1,3,1,2,19,1,0,2,5.2368421052631575,1,4,3,5,76
327,4,0,8,1,9,7,0,0,0,15,1,0,2,0,0,5,0,0,0,0,1,1,4,1,0,1,2,0,0,1,5.46875,0,0,1,3,32
328,5,1,18,0,13,7,1,0,1,27,9,0,10,0,0,8,4,0,0,2,8,9,4,4,1,2,1,1,0,2,5.321428571428571,0,1,2,8,84
329,6,0,18,0,22,10,1,0,3,33,6,0,8,0,1,24,14,0,0,2,9,8,7,5,8,1,12,0,1,1,5.4655172413793105,1,5,3,12,116
330,1,0,6,0,7,1,1,0,0,7,1,0,2,0,0,6,1,0,0,1,1,1,6,1,2,0,0,0,0,0,5.346153846153846,0,3,1,6,26
331,14,0,15,0,21,12,0,1,2,25,3,0,9,0,0,22,11,0,0,0,6,10,3,4,3,2,10,1,1,3,5.3578947368421055,3,4,3,6,95
332,2,1,12,0,12,4,0,0,0,17,1,0,3,0,0,7,2,0,0,1,0,0,6,1,2,2,5,1,0,0,5.583333333333333,0,3,2,7,48
333,6,0,17,0,16,10,0,0,0,24,3,0,4,0,0,12,6,1,0,3,5,4,3,1,3,3,11,0,0,1,5.338028169014085,0,3,2,8,71
334,4,0,26,0,24,10,0,0,2,34,0,0,8,0,0,14,7,0,0,0,5,6,10,3,6,0,8,2,0,3,5.666666666666667,1,3,3,11,96
335,1,0,4,0,7,5,0,0,1,8,0,0,3,0,0,4,7,0,0,0,2,2,3,3,1,1,0,0,0,0,5.518518518518518,0,1,1,4,27
336,3,0,12,0,7,2,3,0,1,19,0,0,5,0,0,5,3,0,0,0,2,3,4,0,0,1,1,0,0,2,5.309523809523809,1,1,2,5,42
337,4,1,19,0,16,8,0,0,1,19,3,0,9,0,0,11,6,0,0,3,3,2,10,3,2,1,5,0,1,1,5.246376811594203,1,6,1,5,69
338,5,1,30,3,27,11,1,0,3,41,4,0,3,0,0,18,13,0,0,0,6,9,8,7,3,1,10,1,0,0,5.40566037735849,1,1,2,14,106
339,0,0,13,0,7,2,0,0,1,18,0,0,4,0,0,3,4,0,0,2,2,3,3,1,3,0,0,1,0,1,5.111111111111111,0,0,1,5,45
340,2,0,17,6,19,4,0,0,2,16,1,0,10,0,0,13,4,0,0,2,3,7,1,0,0,1,15,0,0,2,4.857142857142857,2,1,1,10,56
341,1,0,9,0,5,3,0,0,0,16,4,0,0,0,0,4,4,0,0,0,2,3,6,0,4,0,0,0,0,1,4.074074074074074,0,2,1,5,54
342,2,0,9,0,10,4,0,0,1,14,1,0,4,0,0,4,4,0,0,0,1,4,0,1,1,2,1,0,0,0,5.027777777777778,0,2,1,6,36
343,2,0,10,1,8,4,0,1,0,11,4,0,3,0,0,4,8,0,0,2,1,1,1,1,0,3,5,1,0,0,5.666666666666667,1,1,2,8,45
344,0,0,5,1,11,2,1,0,2,8,4,0,5,0,0,6,3,0,0,0,0,4,3,2,1,2,0,0,0,0,5.757575757575758,0,7,1,5,33
345,1,0,3,1,2,2,0,0,0,4,2,0,2,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,5.285714285714286,0,0,1,4,14
