,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,sentenceNumber,wordNumber
176,4,0,18,0,12,5,2,0,1,19,2,2,14,0,0,11,3,0,0,0,9,6,3,7,1,4,4,1,0,3,6.348484848484849,0,1,6,66
177,1,0,12,0,13,6,1,0,0,19,8,0,7,0,0,9,3,0,0,0,4,4,4,2,3,2,8,0,0,4,5.950819672131147,0,5,7,61
178,13,1,24,0,36,16,1,0,2,41,17,0,12,0,0,23,13,0,0,0,6,5,11,3,2,1,6,0,0,4,5.604166666666667,2,10,11,144
179,4,0,9,0,7,8,0,0,0,13,6,1,3,0,0,5,5,1,0,0,2,3,4,0,0,1,7,0,0,2,5.304347826086956,2,7,8,46
180,6,1,13,0,17,9,0,2,1,24,9,0,10,0,0,16,9,0,0,1,3,2,8,6,1,3,6,2,1,2,6.146341463414634,1,5,9,82
181,6,1,15,1,17,7,0,0,3,33,36,0,14,0,0,21,11,0,0,0,4,3,1,6,0,3,13,1,0,3,6.428571428571429,1,17,28,133
182,5,1,12,0,14,4,0,0,0,20,6,0,3,0,0,2,3,0,0,0,1,1,4,2,0,0,3,0,0,0,6.450980392156863,0,3,9,51
183,12,0,18,0,30,13,0,0,2,41,10,0,9,0,0,27,9,0,0,0,2,3,12,3,2,3,6,1,1,1,6.444444444444445,2,7,13,117
184,12,1,25,0,24,14,0,0,1,30,2,0,4,0,0,10,9,0,0,0,3,4,7,0,6,0,15,2,3,2,5.807228915662651,5,2,12,83
185,3,0,11,1,17,3,0,0,0,13,0,0,11,0,0,18,6,0,0,1,1,0,5,2,2,2,11,4,0,2,6.066666666666666,3,1,6,60
186,4,0,8,0,14,9,0,0,2,14,3,0,2,0,0,10,12,0,0,0,2,5,3,1,2,1,7,0,0,0,5.415094339622642,0,1,7,53
187,13,1,9,2,15,8,0,1,1,24,5,0,8,0,0,17,9,1,0,0,2,3,12,0,1,2,8,0,1,7,5.694444444444445,2,16,4,72
188,2,2,4,1,8,5,0,0,0,7,1,0,1,0,0,4,1,0,0,0,0,0,6,1,1,0,0,0,0,0,6.2272727272727275,0,1,4,22
189,4,1,20,0,12,2,1,1,2,23,2,0,5,0,0,14,2,0,0,0,2,3,7,1,0,0,6,2,0,1,5.490909090909091,0,2,7,55
190,9,1,18,1,17,11,2,0,2,18,16,0,11,0,0,16,9,0,0,1,6,4,18,2,2,1,3,1,2,2,6.041237113402062,2,7,11,97
191,4,1,10,1,10,6,0,1,1,9,2,0,7,0,0,9,0,0,0,0,1,2,5,1,3,0,3,0,0,2,4.953488372093023,0,4,6,43
192,6,0,12,0,12,6,0,0,1,20,9,0,8,0,0,17,7,0,0,2,2,4,12,1,2,1,0,0,2,2,5.493150684931507,0,2,13,73
193,1,1,12,1,13,3,1,0,1,19,5,0,4,0,0,9,3,0,0,0,3,2,2,2,2,2,8,0,0,0,5.351851851851852,0,2,8,54
194,14,0,18,0,21,10,3,0,5,35,31,0,12,0,0,17,8,0,0,0,8,11,11,2,4,1,8,3,0,0,6.558139534883721,1,21,18,129
195,1,0,4,0,8,2,0,0,0,6,12,0,2,0,0,2,1,0,0,0,5,5,1,1,1,1,4,0,0,0,5.933333333333334,0,8,5,30
196,4,0,13,0,19,5,1,0,2,15,8,0,9,0,1,8,5,0,0,0,2,2,4,1,1,3,6,1,0,4,5.661016949152542,2,9,7,59
197,3,1,7,1,10,6,2,0,1,14,0,0,5,0,0,9,1,0,0,0,1,1,5,2,1,0,3,0,0,0,6.222222222222222,0,5,2,36
198,2,0,2,1,5,3,0,0,0,5,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,1,3,0,0,0,4.8,0,0,3,15
199,5,0,8,0,18,7,0,0,0,16,11,0,7,0,0,10,3,0,0,0,1,0,2,1,1,1,6,0,0,2,5.716666666666667,0,10,6,60
200,11,2,32,0,33,10,0,0,3,48,19,0,11,0,0,26,6,0,0,0,2,5,6,4,3,3,11,1,2,6,5.917293233082707,2,5,12,133
201,4,0,12,0,11,3,0,1,0,17,8,0,8,0,0,12,5,0,0,3,3,2,7,3,0,4,7,1,1,1,6.311475409836065,3,3,8,61
202,6,0,11,1,10,7,0,0,2,23,7,0,4,0,0,12,6,0,0,0,3,3,7,0,1,0,4,0,0,0,5.767857142857143,0,13,8,56
203,6,1,18,1,24,10,0,0,3,31,8,0,10,0,0,19,6,0,0,0,4,6,9,6,0,4,7,1,1,4,5.612903225806452,1,7,10,93
204,3,0,10,0,9,3,1,0,0,18,0,0,10,0,0,12,3,0,0,0,2,2,3,1,0,1,5,0,0,0,5.7924528301886795,0,3,5,53
205,8,2,25,1,19,7,0,0,2,31,7,0,7,0,0,15,7,0,0,0,1,2,7,2,1,2,11,1,0,2,5.659090909090909,2,3,9,88
206,2,0,15,0,11,3,0,1,1,19,6,0,9,0,0,7,4,1,0,0,3,2,4,1,1,1,5,0,2,0,6.473684210526316,2,2,7,57
207,1,0,3,0,5,2,0,0,1,7,0,0,1,0,0,6,1,0,0,0,1,1,0,0,0,0,5,0,1,0,6.111111111111111,1,1,4,18
208,3,0,9,0,9,7,0,0,0,22,2,0,2,0,0,13,4,0,0,1,1,3,14,0,0,0,1,1,0,3,5.7368421052631575,0,1,10,57
209,3,0,5,0,14,2,1,0,2,12,4,0,5,0,0,13,4,0,0,0,3,5,7,2,0,1,1,0,0,0,5.733333333333333,0,4,7,45
210,10,0,26,1,25,10,0,0,1,43,15,0,8,0,0,11,7,0,0,0,5,5,9,2,6,2,9,1,1,0,6.348214285714286,1,12,15,112
211,6,0,14,0,21,5,1,0,3,23,5,0,6,0,0,25,5,0,0,1,6,5,7,4,3,3,6,1,1,3,5.586666666666667,1,3,16,75
212,3,0,7,0,8,2,0,0,1,15,5,0,4,0,0,8,2,0,0,0,1,1,1,1,2,0,5,0,0,0,6.975,0,4,11,40
213,6,0,28,0,19,10,0,0,0,45,5,0,8,0,0,13,6,0,0,0,9,5,3,0,1,5,15,2,0,2,5.666666666666667,1,2,15,105
214,5,0,13,0,12,10,0,0,1,17,2,0,5,0,0,9,3,0,0,0,1,5,5,0,0,2,5,2,0,1,6.068181818181818,0,4,5,44
215,7,1,22,1,25,14,0,1,0,37,22,0,9,0,0,11,10,0,0,1,4,1,8,3,4,3,17,3,1,7,5.9763779527559056,4,15,15,127
216,9,1,23,0,25,6,1,0,1,31,22,0,16,0,0,19,8,0,0,0,1,2,2,3,5,3,10,1,0,3,6.5636363636363635,1,9,10,110
217,10,1,21,1,30,14,0,0,2,37,24,0,10,0,2,17,5,0,0,2,4,4,5,2,2,1,9,0,0,3,6.051724137931035,0,4,10,116
218,9,3,29,0,21,10,1,0,1,33,1,0,5,0,0,12,7,0,0,0,2,2,11,1,2,1,6,1,0,4,5.6976744186046515,2,0,9,86
219,4,0,16,1,14,2,0,1,1,31,12,0,4,0,0,6,2,0,0,0,3,3,6,1,0,0,5,0,0,0,6.391304347826087,0,4,15,69
220,6,0,27,0,23,6,0,1,3,34,7,0,4,0,0,20,9,0,0,0,2,7,7,3,2,5,8,2,3,1,6.030612244897959,2,5,10,98
221,12,0,21,0,28,15,0,0,0,25,11,0,8,0,0,21,9,0,0,0,1,2,9,2,3,1,18,1,1,2,5.801980198019802,3,1,11,101
222,13,0,38,2,36,13,0,0,7,58,12,0,10,0,0,24,19,0,0,1,8,15,7,3,1,2,11,0,1,6,5.685185185185185,4,11,16,162
223,3,0,7,1,11,5,2,1,2,10,7,0,7,0,0,15,3,0,0,1,0,2,8,2,5,0,6,0,0,1,5.914893617021277,0,2,8,47
224,6,0,12,0,14,9,0,1,2,14,8,0,10,0,0,23,9,0,0,0,4,5,9,1,1,5,7,2,1,7,5.432098765432099,2,8,12,81
225,6,2,8,0,21,8,0,1,2,15,3,0,6,0,0,25,5,0,0,0,6,6,11,2,2,2,7,2,2,4,2.2416107382550337,2,5,8,149
226,1,0,8,0,7,4,0,0,1,10,1,0,2,0,0,9,1,0,0,0,2,1,0,1,0,2,6,0,0,0,5.838709677419355,0,1,5,31
227,1,0,17,0,22,3,0,0,0,16,11,0,3,0,0,11,2,0,0,0,2,1,7,2,0,5,3,0,0,1,5.549019607843137,0,10,9,51
228,3,0,7,0,7,1,0,0,1,8,1,1,1,0,0,4,4,0,0,0,2,4,1,4,0,2,5,0,1,0,5.423076923076923,1,0,5,26
229,5,2,10,1,14,6,1,0,0,30,1,0,5,0,0,20,3,0,0,1,1,1,4,2,2,0,8,1,1,3,5.75,1,4,8,64
230,4,0,10,1,11,3,0,0,3,22,0,0,4,0,0,9,5,0,0,1,0,4,6,6,0,3,5,1,1,3,5.6875,1,1,8,64
231,1,0,6,1,9,1,0,0,3,10,1,0,3,0,0,10,2,0,0,0,1,3,1,0,1,2,6,0,1,2,5.354838709677419,1,4,3,31
232,3,0,7,0,5,4,0,0,0,9,0,0,5,0,0,6,3,0,0,0,0,0,2,0,1,0,5,0,0,1,5.4,0,9,6,30
233,6,0,11,0,14,6,0,0,1,23,4,0,6,0,0,9,6,0,0,1,2,4,7,5,0,1,4,0,2,1,6.666666666666667,1,3,7,63
234,3,0,6,0,8,4,0,0,0,9,7,0,1,0,0,3,3,0,0,0,1,0,7,1,0,1,3,1,0,3,6.40625,1,7,5,32
235,3,0,7,0,11,5,2,0,1,18,4,0,3,0,0,6,6,0,0,1,3,4,4,2,0,0,8,0,0,1,6.363636363636363,0,5,7,55
236,3,0,10,0,11,4,0,0,0,18,4,0,3,0,0,2,3,0,0,2,1,1,7,2,1,0,1,0,0,1,6.878048780487805,0,5,7,41
237,5,0,14,0,19,7,1,0,12,20,11,0,12,0,0,24,6,0,0,0,4,14,7,2,2,0,1,0,0,1,5.633333333333334,0,6,11,90
238,3,0,20,1,20,5,0,0,1,29,1,0,8,0,0,18,8,0,0,0,2,2,5,1,2,1,10,1,0,0,6.2682926829268295,0,5,13,82
239,7,0,14,0,13,2,0,0,0,25,2,1,2,0,0,12,3,0,0,1,0,1,4,2,1,3,4,0,1,4,5.636363636363637,1,4,6,44
240,1,0,4,0,5,1,0,0,0,4,1,0,1,0,0,3,1,0,0,0,0,0,1,1,0,2,2,0,0,0,5.2105263157894735,0,0,2,19
241,2,0,12,0,11,8,0,0,0,21,11,0,3,0,0,7,2,0,0,1,1,3,1,3,0,0,11,2,0,1,5.819672131147541,0,5,9,61
242,9,0,7,0,12,8,0,0,1,21,9,0,4,0,0,18,5,0,0,0,4,3,12,0,1,0,5,1,2,8,6.1571428571428575,2,4,9,70
243,6,1,9,1,18,7,0,0,1,19,14,0,6,0,0,14,3,0,0,1,2,2,3,1,0,1,9,1,0,2,5.954545454545454,0,8,10,66
244,5,0,12,0,19,9,0,0,1,19,13,0,5,0,0,17,4,0,0,2,5,5,6,3,2,2,9,1,1,3,5.851351351351352,2,11,8,74
245,5,0,8,0,10,6,1,0,1,16,2,0,4,0,0,10,4,0,0,0,1,1,3,1,1,3,4,0,0,6,6.295454545454546,0,2,4,44
246,6,0,26,0,21,5,0,0,1,40,20,0,4,0,0,11,4,1,0,0,2,1,3,4,1,1,12,2,0,1,6.06,0,24,11,100
247,7,0,10,1,8,1,0,0,0,18,2,0,1,0,0,2,2,0,0,0,1,1,2,3,3,0,4,0,0,1,5.444444444444445,0,6,4,36
248,8,1,17,0,18,12,1,0,1,25,10,0,8,0,0,15,8,0,0,0,3,2,7,3,2,3,8,2,0,4,5.9787234042553195,1,10,8,94
249,3,0,10,0,19,6,1,0,0,17,3,1,3,0,0,8,9,0,0,2,1,1,8,2,2,0,3,1,0,1,6.30188679245283,1,2,5,53
250,9,0,27,1,10,4,0,0,2,35,3,0,5,0,0,14,7,0,0,1,3,3,1,2,3,3,10,0,1,2,5.2682926829268295,3,3,16,82
251,9,0,16,0,23,15,0,0,1,35,11,0,7,0,0,25,8,0,0,0,6,7,3,4,2,2,8,2,0,2,6.351851851851852,1,11,15,108
252,3,2,7,2,6,3,2,0,1,12,7,0,8,0,0,7,2,0,0,0,1,1,7,1,2,1,1,1,0,1,6.085106382978723,0,9,7,47
253,8,1,10,0,10,12,1,1,1,15,4,0,14,0,0,18,3,0,0,0,2,1,5,2,1,2,6,0,1,2,5.768115942028985,1,6,7,69
254,1,1,5,0,5,4,0,0,1,7,4,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,1,5.714285714285714,0,3,4,21
255,12,0,27,1,30,14,0,0,2,49,20,0,10,1,0,17,15,0,0,2,8,6,19,6,4,1,9,2,2,5,6.258278145695364,3,4,16,151
256,3,0,9,0,13,6,2,0,0,18,2,0,0,0,0,10,2,0,0,0,4,4,5,1,5,2,6,0,2,0,5.627906976744186,2,4,8,43
257,6,0,10,0,9,7,0,0,2,15,0,0,6,0,0,16,4,0,0,0,5,5,9,3,1,0,1,1,0,1,5.6415094339622645,1,3,7,53
258,6,1,22,2,26,9,1,1,0,27,10,0,10,0,0,17,7,1,0,4,9,4,16,4,3,4,6,1,0,4,5.647619047619048,2,7,14,105
259,4,0,14,1,7,6,0,0,2,20,3,0,6,0,0,11,8,0,0,1,4,5,11,2,3,1,0,0,0,2,2.6791044776119404,0,3,7,134
260,3,0,3,0,11,5,0,0,0,6,1,0,2,0,0,13,6,0,0,2,1,0,8,1,2,2,2,1,0,4,5.8,1,6,5,30
261,6,1,13,0,12,5,0,0,0,19,9,0,11,0,0,6,4,0,0,0,1,1,8,5,0,1,3,0,0,1,6.230769230769231,0,10,7,65
262,4,2,10,0,17,3,0,0,1,14,8,0,5,0,0,15,6,0,0,1,4,4,10,0,1,1,5,1,0,3,5.810344827586207,0,3,11,58
263,1,0,1,0,2,3,0,0,0,2,2,0,1,0,0,9,5,0,0,0,1,1,1,3,0,1,5,1,0,2,5.136363636363637,1,2,4,22
264,5,0,14,0,12,6,0,0,2,17,3,0,2,0,0,13,5,0,0,0,1,4,3,1,1,2,7,1,0,4,5.384615384615385,0,3,6,52
265,3,0,11,0,17,5,0,0,0,21,11,0,4,0,0,13,2,0,0,1,0,0,4,1,0,3,5,0,1,1,5.017241379310345,1,3,8,58
266,3,0,3,0,11,7,0,0,2,11,7,0,5,0,0,12,4,0,0,0,1,2,1,0,1,0,5,0,0,0,5.902439024390244,0,6,5,41
267,1,2,4,0,6,3,0,0,0,5,7,0,2,0,0,6,1,0,0,0,1,0,5,0,1,0,2,0,0,1,5.0,0,6,6,28
268,11,2,23,0,32,11,0,0,1,32,20,1,11,0,0,11,8,1,0,2,2,3,14,3,7,1,4,1,1,0,6.817391304347826,1,7,12,115
269,6,0,10,0,11,6,1,1,2,17,15,0,9,0,0,18,12,0,0,0,5,3,9,2,4,6,4,2,2,0,5.776315789473684,4,10,9,76
270,6,2,21,1,24,17,1,0,0,20,14,0,11,0,0,18,13,0,0,2,4,3,5,11,2,4,13,0,2,5,2.449275362318841,2,8,13,276
271,4,0,8,0,9,5,0,0,0,12,2,0,4,0,0,8,9,0,0,0,0,2,6,3,1,0,5,1,1,1,5.777777777777778,1,2,5,45
272,10,1,17,0,23,11,0,0,0,24,18,0,11,0,0,15,5,0,0,1,6,2,3,4,2,2,13,3,1,1,6.0,3,7,8,87
273,3,0,10,0,9,4,0,0,1,11,2,0,4,0,0,13,6,0,0,0,4,3,3,1,1,6,4,1,1,4,5.148936170212766,1,7,8,47
274,3,0,12,0,10,10,0,0,3,22,5,0,8,0,0,14,7,0,0,0,0,5,5,1,1,0,4,1,0,5,5.287878787878788,1,3,10,66
275,5,0,16,0,15,9,0,0,1,26,4,0,6,0,0,21,7,0,0,0,2,3,9,0,0,3,5,1,0,0,5.383561643835616,1,4,11,73
276,9,0,17,0,14,4,2,1,1,22,6,0,4,0,0,13,3,0,0,0,3,6,10,1,3,2,3,1,1,3,5.683333333333334,1,2,5,60
277,0,0,2,0,2,3,0,0,0,4,2,0,4,0,0,6,1,0,0,0,1,0,1,1,1,4,3,0,0,1,4.62962962962963,0,2,5,27
278,6,1,23,0,18,3,0,0,1,33,7,0,8,0,0,12,7,0,0,0,1,1,2,1,2,4,9,1,0,1,5.976744186046512,0,2,9,86
279,3,1,11,1,6,7,1,0,2,10,6,0,3,0,0,6,5,0,0,0,2,3,0,1,0,3,5,0,0,2,5.404761904761905,0,7,5,42
280,3,0,4,0,7,3,0,0,0,9,14,0,2,0,0,8,1,0,0,0,3,0,1,0,2,4,1,0,0,0,5.171428571428572,0,10,6,35
281,16,1,26,1,38,14,1,0,2,46,30,0,30,0,0,43,16,0,0,1,9,8,7,7,6,7,15,3,1,4,6.320855614973262,2,11,23,187
282,2,0,17,0,10,3,0,0,1,14,5,2,7,0,0,9,5,0,0,1,2,1,2,4,0,1,8,1,0,1,5.528301886792453,0,4,6,53
283,8,1,17,0,31,18,0,0,2,31,17,0,11,0,0,22,13,0,0,0,6,4,4,2,3,2,10,1,1,3,6.359649122807017,3,8,14,114
284,4,1,12,0,11,6,0,0,1,18,15,0,4,0,0,5,4,0,0,0,4,1,7,1,0,1,2,2,0,2,6.454545454545454,1,10,5,55
285,9,0,23,1,21,11,1,0,5,25,7,0,13,0,0,22,15,1,0,1,11,12,9,2,4,4,10,1,3,3,5.666666666666667,4,8,13,108
286,8,0,20,0,21,13,1,0,1,25,16,3,10,0,0,22,8,0,0,2,8,8,13,2,3,1,10,1,1,3,6.368932038834951,2,8,13,103
287,6,1,15,0,19,13,1,1,0,22,7,2,6,0,0,18,5,0,0,1,3,1,2,5,1,5,11,1,0,5,5.531645569620253,0,1,9,79
288,4,2,7,0,15,0,0,0,1,13,11,0,3,0,0,7,2,0,0,1,0,1,2,6,0,0,4,1,0,0,5.365853658536586,1,3,5,41
289,10,0,27,2,28,13,0,1,0,29,17,0,16,0,0,24,11,0,0,0,6,2,16,3,2,1,14,3,1,2,6.496062992125984,3,4,13,127
290,5,0,7,1,28,10,0,1,2,21,13,0,13,0,0,22,7,0,0,0,4,4,9,2,5,3,7,0,3,2,6.2298850574712645,3,14,11,87
291,4,1,12,0,21,5,3,0,3,25,6,0,13,0,0,24,7,0,0,1,4,9,10,1,1,4,3,0,1,2,5.34065934065934,1,15,9,91
292,4,1,17,0,16,3,0,0,0,25,1,0,6,0,0,20,3,0,0,0,0,1,3,3,2,3,12,0,0,3,6.0,0,0,8,67
293,3,1,5,0,6,3,0,0,0,5,4,0,2,0,0,10,6,0,0,0,1,0,6,2,3,3,1,0,1,1,5.870967741935484,1,4,4,31
294,4,0,11,0,12,3,1,0,1,22,8,0,5,0,0,8,11,0,0,0,2,4,8,4,2,5,5,0,3,0,6.273972602739726,3,5,13,73
295,2,0,10,0,16,5,2,0,1,19,7,0,6,0,0,8,3,0,0,0,5,4,6,2,0,2,2,0,1,1,6.410714285714286,1,9,7,56
296,18,0,25,0,24,10,0,1,1,38,3,0,11,0,0,10,8,0,0,0,6,6,6,2,4,4,4,0,0,2,6.206185567010309,1,2,6,97
297,10,0,11,0,16,6,0,0,1,25,9,1,3,0,0,25,10,0,0,1,3,5,9,1,1,7,7,0,1,2,5.358974358974359,3,2,12,78
298,2,0,6,0,4,6,0,0,0,10,0,0,1,0,0,6,1,0,0,0,1,1,1,0,0,2,4,0,1,1,5.48,1,4,4,25
299,3,0,5,0,8,3,0,0,0,8,3,0,3,0,0,11,2,0,0,0,2,2,7,2,0,0,5,0,0,3,5.733333333333333,0,0,4,30
300,2,0,7,0,8,6,0,0,2,12,5,1,7,0,0,10,7,0,0,1,3,2,6,0,2,2,3,1,1,0,5.591836734693878,1,4,7,49
301,7,2,21,0,20,6,0,0,4,29,5,0,6,0,1,15,11,1,0,0,1,4,9,2,1,0,8,1,1,1,5.9156626506024095,2,1,24,83
302,8,0,9,0,15,12,0,0,2,22,6,0,7,0,0,19,9,0,0,0,2,4,7,2,3,1,8,2,2,0,6.232876712328767,3,12,8,73
303,9,2,29,1,23,4,1,0,2,54,9,0,13,0,0,21,8,0,0,1,12,15,10,1,7,3,14,3,0,5,5.338235294117647,0,5,15,136
304,6,0,13,1,22,11,3,0,1,29,6,0,9,0,1,22,12,0,0,1,5,5,18,1,1,6,3,1,1,1,5.396039603960396,2,8,34,101
305,7,1,13,1,9,6,0,0,2,18,3,0,5,0,0,11,6,0,0,0,1,2,5,6,1,3,3,0,1,7,5.907407407407407,2,1,7,54
306,2,0,8,0,5,2,0,0,0,13,8,0,4,0,0,7,5,0,0,0,4,2,4,1,1,2,5,2,0,1,5.527272727272727,1,3,9,55
307,0,0,11,0,7,5,0,0,0,13,1,0,2,0,0,7,3,0,0,0,2,2,2,2,0,5,5,1,0,1,5.076923076923077,0,3,5,39
308,4,1,14,0,19,4,2,0,0,22,16,1,9,0,0,11,7,0,0,0,6,4,8,1,1,1,4,0,0,1,6.151162790697675,0,8,10,86
309,2,0,6,1,11,5,1,0,1,10,0,0,3,0,0,16,4,0,0,1,3,5,2,3,0,0,11,0,0,1,5.325581395348837,1,3,9,43
310,1,0,4,0,5,1,0,0,1,5,3,0,4,0,0,5,0,0,0,0,1,1,1,1,0,0,1,0,0,0,5.2631578947368425,0,2,2,19
311,4,0,13,0,14,4,0,0,1,17,3,0,3,0,0,14,7,0,0,0,2,2,9,3,2,2,5,0,1,1,5.625,1,4,8,56
312,9,0,12,1,16,8,1,0,2,26,5,0,11,0,0,17,13,0,0,0,3,3,7,1,4,3,6,2,0,3,6.25,0,7,15,84
313,14,0,37,0,25,20,4,0,2,47,8,0,10,0,0,18,12,1,0,0,9,5,3,13,2,2,11,0,2,5,6.416058394160584,2,3,11,137
314,6,0,19,0,20,10,2,0,1,32,9,0,13,0,0,22,11,0,0,2,3,4,7,2,2,8,8,2,0,3,6.099099099099099,2,12,12,111
315,4,1,8,0,8,4,0,0,1,7,7,0,4,0,0,8,1,0,0,0,1,2,1,3,1,3,6,0,0,4,5.7368421052631575,0,10,4,38
316,2,0,14,0,12,4,3,0,0,16,1,0,4,0,0,17,5,0,0,0,2,2,3,5,1,1,8,0,1,1,5.392156862745098,1,5,9,51
317,2,0,6,1,13,4,1,0,0,10,5,0,2,0,0,10,4,0,0,0,2,1,2,3,4,2,5,0,1,0,5.365853658536586,1,4,4,41
318,4,2,25,0,15,5,0,0,3,31,2,0,9,0,0,15,4,0,0,2,3,7,6,4,2,1,11,2,2,2,5.32183908045977,2,0,9,87
319,6,0,8,1,13,2,1,1,0,15,2,0,5,0,0,11,4,0,0,2,4,4,7,4,3,1,5,0,1,0,6.0,1,5,5,42
320,6,1,14,0,17,6,0,0,0,28,0,0,8,0,0,18,3,0,0,2,3,3,12,3,2,1,4,0,0,7,6.633802816901408,1,3,8,71
321,7,2,23,0,12,8,0,0,3,25,1,0,7,0,0,8,6,0,0,0,7,9,4,3,3,4,7,4,3,1,5.544303797468355,5,1,9,79
322,3,2,7,0,9,6,0,0,1,13,3,0,3,0,0,16,3,0,0,0,2,3,4,1,1,4,8,2,0,0,4.8076923076923075,2,2,5,52
323,4,1,13,0,21,14,0,0,1,22,24,0,6,0,0,11,10,0,0,2,4,3,8,3,2,0,13,0,0,3,6.316326530612245,1,8,15,98
324,5,1,12,0,13,7,0,0,1,14,7,0,5,0,2,13,3,0,0,0,1,3,8,0,2,3,4,1,0,0,6.140350877192983,0,6,10,57
325,7,0,13,0,9,5,0,0,2,15,6,0,8,0,0,12,5,1,0,0,2,2,5,2,1,4,3,0,0,5,5.836363636363636,0,6,9,55
326,2,0,15,0,12,3,0,0,0,13,5,0,4,0,0,7,3,0,0,0,0,0,0,1,0,1,8,0,0,2,5.7105263157894735,1,3,7,38
327,4,0,19,0,26,12,3,1,0,36,16,0,13,0,0,13,10,0,0,0,8,4,14,2,1,1,6,1,0,1,6.531531531531532,1,15,18,111
328,0,0,10,0,16,5,1,0,0,19,9,0,9,0,0,21,6,0,0,0,3,2,8,2,0,2,7,3,1,5,5.742424242424242,1,3,7,66
329,6,3,23,0,25,3,0,0,1,34,21,0,10,0,0,11,10,0,0,0,3,3,2,7,1,5,18,8,0,1,6.483333333333333,6,36,10,120
330,3,0,10,0,11,9,2,0,0,20,4,0,3,0,0,15,1,0,0,0,3,2,7,1,1,0,5,0,0,0,5.634615384615385,0,4,11,52
331,2,1,8,0,13,4,1,0,0,13,9,0,2,0,0,8,1,0,0,0,0,0,5,0,3,0,3,1,1,1,6.153846153846154,2,2,4,39
332,7,0,16,0,21,7,1,0,2,27,18,1,12,0,0,19,5,0,0,0,5,4,8,1,4,1,8,1,1,5,5.2254901960784315,3,5,11,102
333,4,3,17,0,10,2,0,0,2,26,0,0,4,0,0,12,0,0,0,0,2,2,9,2,1,0,2,0,0,1,5.8,0,1,6,55
334,4,0,15,0,9,0,0,0,0,25,3,0,3,0,0,3,1,0,0,0,2,1,1,2,3,2,3,2,0,1,6.446808510638298,0,0,5,47
335,5,0,4,0,6,1,0,0,1,12,3,0,1,0,0,5,1,0,0,0,1,1,0,0,0,0,3,1,0,0,6.037037037037037,0,5,3,27
336,6,1,18,0,22,4,2,0,2,30,8,0,17,0,0,18,7,0,0,1,3,4,5,4,1,3,9,1,0,1,6.755102040816326,0,5,11,98
337,5,1,19,0,15,7,0,0,1,18,2,0,12,0,0,20,5,0,0,1,2,1,7,5,3,8,16,1,0,3,4.824742268041237,2,3,15,97
338,15,0,11,0,17,5,0,0,1,15,24,0,14,0,0,21,11,0,0,0,5,6,9,0,3,2,6,0,1,2,6.802197802197802,1,11,11,91
339,2,2,13,0,10,2,0,0,1,15,1,0,0,0,0,1,1,0,0,0,0,2,2,2,0,0,5,0,0,0,4.942857142857143,0,3,4,35
340,5,0,12,1,14,7,0,0,2,22,0,0,6,0,0,12,2,0,0,0,2,4,4,0,1,2,5,1,0,3,6.0,0,4,7,55
341,8,0,12,0,14,6,1,0,0,17,2,0,3,0,0,13,4,0,0,0,2,1,3,5,1,1,9,0,1,4,5.188679245283019,1,0,8,53
342,7,1,19,1,26,10,0,0,0,32,9,0,10,0,0,10,5,1,0,0,3,2,12,5,3,3,7,1,1,1,6.159574468085107,1,7,6,94
343,2,1,11,1,12,9,0,0,2,18,7,0,6,0,0,17,8,0,0,0,4,4,1,1,2,5,7,0,0,2,5.390625,1,4,9,64
344,5,2,14,1,15,5,2,0,2,22,9,0,4,0,0,17,4,0,0,0,3,4,10,0,3,0,8,1,0,4,5.8088235294117645,1,5,8,68
345,7,3,19,0,21,7,1,0,1,34,13,0,10,0,0,16,11,0,0,0,3,6,3,4,1,3,10,0,0,0,6.065420560747664,0,2,15,107
346,7,0,19,0,20,9,0,0,4,26,7,0,9,0,0,19,9,0,0,1,2,6,9,3,4,1,9,2,0,2,6.119565217391305,2,11,8,92
347,5,1,22,1,18,6,1,0,2,24,1,0,8,0,0,6,5,0,0,0,1,4,5,3,3,2,6,2,0,0,6.611940298507463,0,1,9,67
348,9,1,15,0,26,8,1,0,2,40,14,0,16,0,0,32,7,0,0,1,6,5,15,3,3,1,9,0,1,4,6.046875,1,11,13,128
349,3,1,21,0,23,4,0,0,3,30,15,0,7,0,0,19,4,0,0,1,5,8,1,11,2,5,9,0,1,1,5.441441441441442,2,13,15,111
350,12,2,36,0,26,7,0,1,0,59,10,0,20,0,0,33,10,0,0,1,6,3,13,13,4,3,23,2,4,9,6.034682080924855,5,3,22,173
351,2,0,13,0,7,1,0,0,0,20,4,0,2,0,0,1,0,0,0,2,3,3,2,3,1,1,3,0,0,1,6.195121951219512,1,7,5,41
352,1,0,6,0,6,3,0,0,0,9,0,0,1,0,0,8,1,0,0,0,1,1,5,0,1,0,2,1,0,0,5.904761904761905,0,0,6,21
353,2,1,15,0,13,3,1,0,2,18,0,0,4,0,0,5,1,0,0,1,4,5,4,0,1,1,3,0,0,0,2.8375,0,0,4,80
