,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,sentenceNumber,wordNumber
176,3,1,13,0,13,0,0,0,0,13,9,0,4,0,0,17,1,0,0,1,5,3,14,10,3,0,4,0,0,2,5.409836065573771,1,3,8,61
177,5,0,38,0,40,17,0,1,5,59,11,0,13,0,0,20,5,2,0,3,5,8,11,8,7,3,7,1,0,3,5.901960784313726,1,8,22,153
178,3,0,21,0,25,6,0,0,1,33,16,0,6,0,0,15,6,0,0,1,4,4,18,3,10,0,0,0,2,0,5.594059405940594,1,4,9,101
179,2,0,14,0,6,3,0,0,1,18,0,0,4,0,0,2,2,0,0,0,2,3,0,2,0,1,4,0,0,0,5.970588235294118,0,2,3,34
180,11,2,21,0,31,10,1,0,2,44,20,0,19,0,0,20,10,0,0,0,9,8,8,5,4,2,8,0,1,0,5.831081081081081,0,6,11,148
181,0,0,2,0,2,2,0,0,4,3,0,0,2,0,0,6,4,0,0,0,2,5,2,1,0,0,0,0,0,0,5.157894736842105,0,0,4,19
182,0,1,12,0,9,4,0,0,2,18,7,0,3,0,0,3,3,0,0,0,0,3,0,2,1,1,5,1,0,1,5.541666666666667,0,1,5,48
183,5,0,19,2,12,3,0,0,0,22,7,0,6,0,1,12,7,1,0,3,5,7,15,4,0,1,1,0,0,4,5.246376811594203,1,3,10,69
184,5,0,25,0,15,2,0,0,0,34,0,0,2,0,0,4,2,0,0,1,2,2,15,7,6,0,0,0,0,0,5.638888888888889,0,5,11,72
185,5,0,30,0,23,3,2,0,0,33,10,0,9,0,0,2,6,0,0,0,2,3,7,1,7,1,5,1,0,2,5.9,1,2,10,90
186,8,0,20,1,22,5,0,0,1,24,7,0,8,0,1,15,12,0,0,2,9,8,3,8,5,3,6,0,1,2,5.936708860759493,2,4,6,79
187,2,0,5,0,9,4,0,0,1,11,6,0,1,0,0,4,4,0,0,0,0,1,5,2,2,1,1,1,1,0,6.666666666666667,1,0,6,33
188,1,0,13,0,12,4,0,0,5,17,1,0,4,0,0,2,4,0,0,0,1,7,0,0,0,3,2,0,0,0,5.159090909090909,0,2,6,44
189,1,0,12,0,8,2,0,0,2,9,0,0,6,0,0,12,5,0,0,1,0,3,8,0,3,0,0,0,0,1,5.4186046511627906,0,1,8,43
190,8,3,24,0,25,11,1,0,0,47,26,0,7,0,0,20,12,0,0,0,9,10,10,4,4,0,13,1,0,0,5.713286713286713,0,6,15,143
191,1,0,13,0,14,4,0,0,2,18,1,0,3,0,0,5,6,0,0,0,3,4,4,1,3,0,1,0,0,0,5.378378378378378,0,0,5,37
192,4,0,10,1,7,5,0,0,1,14,1,0,3,0,0,12,3,0,0,0,0,2,0,3,0,5,6,1,1,0,5.4,1,6,3,40
193,8,0,18,0,16,8,0,1,1,29,3,0,15,0,0,16,11,0,0,1,4,6,10,5,3,4,3,1,0,3,6.089887640449438,0,1,13,89
194,2,0,4,0,6,1,0,0,0,3,0,0,3,0,0,3,0,0,1,1,1,0,0,0,3,3,0,0,0,2,5.733333333333333,0,1,2,15
195,3,0,17,0,9,5,1,0,1,21,0,0,6,0,0,7,6,0,0,0,2,3,1,1,0,1,10,0,0,1,5.407407407407407,0,5,9,54
196,2,0,8,2,4,5,0,0,0,8,1,0,2,0,0,3,3,1,0,0,3,3,0,0,1,0,6,0,0,0,4.464285714285714,0,1,5,28
197,2,0,22,0,21,5,2,0,0,31,4,0,7,0,0,9,7,0,0,1,4,1,1,4,5,0,11,0,0,0,6.397435897435898,0,1,11,78
198,3,0,7,1,13,2,0,1,1,12,1,0,5,0,0,5,8,1,0,2,2,5,0,4,1,3,2,0,0,0,4.894736842105263,0,5,4,38
199,3,1,17,0,18,7,0,0,1,21,17,0,3,0,0,4,3,0,0,0,0,1,5,0,5,1,5,0,0,4,5.591549295774648,2,3,6,71
200,1,0,26,1,26,9,3,1,0,31,4,0,5,0,0,15,5,0,1,1,2,2,17,5,3,1,3,0,0,1,6.126436781609195,0,5,15,87
201,3,0,6,0,3,4,0,0,0,9,2,0,2,0,0,0,3,0,1,0,0,1,0,2,0,0,2,0,0,0,5.666666666666667,0,2,4,21
202,6,0,17,0,18,7,0,0,0,22,13,0,7,0,0,9,5,0,0,4,3,3,7,4,4,0,3,0,0,1,5.443037974683544,0,6,8,79
203,2,0,9,0,12,6,0,0,1,10,1,0,4,0,0,7,6,1,0,0,1,2,8,1,3,1,0,0,0,2,5.285714285714286,1,2,7,35
204,1,0,23,1,13,2,0,0,0,26,15,0,6,0,0,6,3,0,0,0,3,1,0,2,1,1,6,0,0,1,5.753846153846154,0,0,8,65
205,1,0,16,0,11,1,0,0,0,18,1,0,7,0,0,5,1,0,0,1,7,4,2,1,0,2,5,2,0,0,5.613636363636363,0,3,5,44
206,3,0,7,0,9,1,1,0,2,17,3,0,4,0,0,2,1,0,0,0,1,3,3,0,0,0,2,2,0,1,5.4523809523809526,0,4,7,42
207,10,0,18,1,17,8,0,0,3,18,1,0,8,0,0,25,8,0,0,3,3,5,6,0,8,4,15,0,0,5,5.675,0,2,8,80
208,1,0,9,0,9,2,0,0,0,14,0,0,2,0,0,4,1,0,0,0,0,0,2,1,1,0,2,0,0,1,5.777777777777778,1,2,3,27
209,7,0,25,1,27,11,0,0,2,42,2,0,4,0,0,23,14,0,0,0,3,6,0,4,5,3,18,1,0,3,5.819047619047619,0,1,7,105
210,7,0,15,0,18,11,0,0,0,20,3,0,8,0,0,17,2,0,0,0,1,1,9,6,2,0,4,0,0,3,6.0,0,5,6,64
211,4,2,17,0,10,14,0,0,3,21,1,0,7,0,0,12,9,0,0,0,3,6,18,5,4,0,0,2,0,1,5.5675675675675675,0,0,13,74
212,0,0,12,0,5,3,0,0,0,9,0,0,4,0,0,5,4,0,0,0,1,1,9,1,0,1,2,1,0,2,5.3428571428571425,0,1,5,35
213,3,0,8,1,7,4,0,0,1,12,3,0,5,0,0,4,0,0,0,0,1,2,2,1,1,1,0,0,0,0,6.28125,0,1,6,32
214,6,0,13,0,12,1,1,0,1,17,9,0,8,0,0,6,7,0,0,0,1,1,4,1,2,1,3,3,0,0,5.354838709677419,1,4,6,62
215,2,2,9,1,3,1,0,0,2,16,0,0,5,0,0,3,0,0,0,0,1,3,2,2,0,1,1,0,0,0,5.777777777777778,0,4,6,36
216,7,0,18,1,17,3,0,1,0,24,8,0,8,0,0,12,6,0,0,2,6,7,15,3,4,1,1,1,1,2,5.790697674418604,3,6,11,86
217,7,0,14,0,23,6,1,1,3,22,2,0,6,0,0,23,8,0,0,2,7,11,12,2,2,4,7,2,4,3,5.0125,5,5,5,80
218,7,0,6,1,10,6,0,0,1,15,4,0,4,0,0,21,8,0,0,2,4,4,14,4,4,1,3,0,0,4,5.154929577464789,1,3,11,71
219,4,1,38,0,20,14,2,0,3,49,19,0,12,0,0,15,14,1,0,0,8,8,9,4,6,4,7,2,1,0,5.893939393939394,3,6,15,132
220,5,0,17,0,17,8,0,1,1,23,6,0,4,0,0,5,11,0,0,0,2,2,4,6,3,1,5,0,0,1,6.126760563380282,0,4,7,71
221,4,0,18,0,16,8,0,2,3,18,10,0,9,0,0,4,5,0,0,0,4,7,4,6,2,0,7,2,0,1,5.371794871794871,3,7,8,78
222,1,0,7,0,4,4,1,0,0,10,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,5.32,0,2,5,25
223,3,1,26,0,14,8,0,1,7,32,6,0,7,0,0,13,13,0,0,0,5,11,6,2,3,2,6,0,2,1,5.206185567010309,2,5,15,97
224,2,0,7,0,7,1,0,0,0,9,0,0,1,0,0,3,1,0,0,1,0,0,5,3,0,0,1,0,0,0,5.823529411764706,0,0,3,17
225,8,0,21,0,22,7,2,0,2,29,11,0,6,0,0,13,7,0,0,1,8,14,8,9,3,0,4,0,0,1,5.216981132075472,0,5,13,106
226,5,0,15,0,8,9,2,0,2,16,0,0,5,0,0,7,6,2,0,0,5,5,0,1,0,1,7,1,0,1,5.433962264150943,1,1,6,53
227,2,0,4,0,5,1,0,0,0,8,0,0,2,0,0,3,5,0,0,1,0,0,3,1,2,0,2,0,0,2,5.538461538461538,0,3,4,26
228,0,1,2,0,1,0,0,0,0,0,158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.883435582822086,0,9,11,163
229,4,0,10,0,7,6,0,0,1,14,0,0,5,0,0,8,5,0,0,0,1,2,6,0,4,1,1,0,0,0,6.022222222222222,0,1,6,45
230,2,0,9,0,11,3,1,0,1,15,2,0,2,0,0,5,5,0,0,0,2,2,3,5,1,1,2,0,0,1,5.0256410256410255,0,2,9,39
231,3,0,17,0,9,9,0,0,0,24,2,0,2,0,0,12,7,0,0,4,6,6,18,2,8,1,0,2,0,0,5.82051282051282,2,3,9,78
232,9,0,20,1,15,5,1,0,2,30,9,0,11,0,0,19,7,0,0,2,5,7,11,8,6,4,10,1,0,2,5.5607476635514015,0,3,12,107
233,2,0,9,1,10,1,2,1,2,13,0,0,7,0,0,6,2,0,0,1,2,4,8,4,4,2,0,0,0,1,6.219512195121951,1,4,6,41
234,5,0,19,2,12,2,0,0,0,34,0,0,5,0,0,3,2,0,0,0,2,2,3,0,2,0,4,0,0,1,5.9,1,3,9,60
235,1,0,9,2,7,4,0,0,3,11,2,0,2,0,0,6,7,0,0,0,0,4,3,3,0,0,6,1,1,0,4.871794871794871,1,0,4,39
236,2,0,4,1,4,0,0,0,0,5,6,0,1,0,0,4,1,0,0,0,0,0,5,1,0,0,1,0,0,0,5.7894736842105265,0,3,2,19
237,1,0,13,0,12,4,1,0,0,21,9,0,5,0,0,2,6,0,0,0,2,2,2,2,3,0,2,0,0,0,6.087719298245614,0,4,8,57
238,5,0,20,0,25,7,1,0,3,36,3,0,7,0,0,10,4,1,0,3,3,8,8,3,2,4,3,0,0,0,5.785714285714286,0,4,11,84
239,4,1,14,0,10,11,1,1,0,18,2,0,9,0,1,9,7,1,0,0,3,4,13,1,4,1,1,3,0,0,5.506849315068493,1,3,10,73
240,11,1,27,0,27,12,2,0,3,44,2,0,4,0,0,19,17,0,0,1,8,11,28,3,7,2,0,3,0,0,5.611111111111111,0,5,13,126
241,11,0,26,0,23,7,0,0,5,25,5,0,12,0,0,23,8,1,0,4,5,9,3,1,3,11,13,2,1,0,5.598039215686274,3,5,10,102
242,5,0,13,0,19,7,0,0,1,29,8,0,4,0,0,24,12,0,0,1,8,7,18,5,4,2,2,0,2,2,5.204545454545454,2,6,8,88
243,2,1,16,0,13,9,0,0,0,24,2,0,5,0,0,13,5,1,0,0,4,2,11,0,7,3,0,3,0,2,5.605633802816901,1,1,8,71
244,7,0,19,0,16,10,0,0,3,30,0,0,5,0,0,11,15,1,1,0,4,6,4,1,5,2,6,0,1,0,5.616438356164384,1,1,5,73
245,4,1,24,0,26,4,0,0,1,27,15,0,5,0,0,20,13,0,0,2,5,6,2,6,3,0,16,1,0,0,5.511111111111111,0,3,11,90
246,8,1,25,0,16,7,1,0,1,38,18,0,6,0,0,17,8,1,0,2,4,3,23,1,1,2,0,1,0,1,5.6415094339622645,0,6,13,106
247,1,0,12,1,13,5,0,0,0,26,6,0,8,0,0,9,1,0,0,1,2,3,7,1,1,3,1,0,0,0,5.290322580645161,0,4,9,62
248,5,0,23,0,21,9,1,0,1,36,1,0,9,0,0,10,6,0,0,0,3,3,0,5,1,1,8,0,0,2,5.7682926829268295,0,2,7,82
249,1,0,15,0,9,7,0,0,2,16,7,0,5,0,0,1,5,0,0,0,2,3,1,0,1,1,4,0,0,0,4.913043478260869,0,1,6,46
250,6,1,25,2,19,8,0,0,3,34,3,0,9,0,0,14,6,0,1,3,4,7,2,4,1,7,11,2,0,2,5.7368421052631575,1,2,10,95
251,7,0,24,0,15,8,2,0,4,32,3,0,5,0,0,5,6,1,0,0,3,5,6,2,1,1,5,0,0,1,5.27027027027027,0,1,8,74
252,2,0,13,0,12,5,0,0,1,11,5,0,4,0,0,9,3,0,0,2,1,2,4,1,1,0,6,0,0,0,5.926829268292683,0,0,9,41
253,4,1,12,0,13,9,0,0,1,26,12,0,6,0,0,14,8,0,0,0,2,4,13,1,3,0,0,0,0,0,5.348837209302325,0,1,10,86
254,2,0,17,0,11,6,1,0,1,21,2,0,3,0,0,3,6,0,0,0,3,2,1,4,1,0,6,1,0,1,6.604651162790698,0,2,6,43
255,2,0,7,0,9,3,0,0,3,15,1,0,4,0,0,8,3,0,0,0,0,3,1,4,0,0,1,0,0,1,6.305555555555555,1,1,6,36
256,5,1,27,0,30,3,0,0,6,39,12,0,5,0,0,24,12,0,0,1,2,9,12,6,3,1,7,0,0,0,5.4140625,0,4,11,128
257,5,0,18,2,20,8,2,0,3,17,8,0,10,0,0,13,8,0,0,2,3,7,15,3,4,1,2,3,0,0,5.7317073170731705,1,6,11,82
258,3,0,5,1,6,4,0,0,2,8,0,0,3,0,0,6,4,0,0,0,1,3,3,3,0,0,0,0,0,1,5.933333333333334,0,0,4,30
259,1,0,14,0,12,9,0,0,1,16,8,0,5,0,0,2,5,0,0,0,2,4,1,0,3,0,5,0,0,0,5.867924528301887,0,1,7,53
260,13,1,27,1,20,13,0,0,8,35,5,0,15,0,0,4,11,0,0,0,6,18,3,3,3,4,5,0,1,0,6.275229357798165,1,2,14,109
261,6,1,36,1,38,12,0,1,3,56,15,0,9,0,0,13,18,0,0,3,4,6,12,11,5,2,11,4,0,0,5.966887417218543,4,17,14,151
262,1,0,4,0,2,2,0,0,0,9,4,0,1,0,0,2,1,0,0,1,2,0,3,3,0,0,0,1,0,0,5.909090909090909,0,1,4,22
263,9,0,25,1,31,11,0,0,5,38,4,0,9,0,0,36,19,3,0,6,11,16,28,8,11,1,0,3,0,2,5.881118881118881,3,4,13,143
264,1,0,7,1,7,4,0,0,0,8,1,0,2,0,0,2,2,0,0,0,1,2,2,2,0,0,2,0,0,1,6.0,1,0,4,25
265,8,0,20,0,17,8,0,0,2,32,2,0,1,0,0,17,12,0,0,0,3,5,13,7,4,0,4,2,0,1,6.0,1,0,13,85
266,4,1,27,0,17,3,2,0,4,34,12,0,5,0,0,19,5,0,0,3,5,10,5,9,0,6,13,4,0,4,5.418181818181818,0,0,11,110
267,6,0,29,1,25,11,2,0,0,44,4,0,6,0,0,25,8,0,0,2,2,1,18,5,5,1,2,0,0,2,6.105263157894737,0,1,11,114
268,5,1,28,0,21,9,1,0,2,40,4,0,9,0,0,15,1,1,1,0,5,5,13,7,2,2,2,0,1,1,5.888888888888889,1,2,11,99
269,2,0,14,0,17,7,0,0,4,21,13,0,4,0,0,7,3,0,0,2,1,5,0,5,4,1,7,1,0,0,5.698630136986301,0,5,7,73
270,0,0,5,0,5,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2727272727272725,0,0,2,11
271,4,2,29,0,12,4,1,0,3,37,11,0,5,2,0,8,10,2,0,0,2,6,12,4,11,0,0,1,1,0,5.3097345132743365,1,2,9,113
272,4,0,5,0,6,2,0,1,0,9,0,0,3,0,0,7,2,0,0,0,0,1,3,2,1,4,1,0,0,1,5.642857142857143,0,1,4,28
273,2,0,11,1,10,2,0,0,0,16,0,0,1,0,0,3,2,0,0,0,1,1,6,0,3,0,1,0,0,0,5.121212121212121,0,2,5,33
274,4,1,24,0,22,10,0,0,1,34,4,0,5,0,1,10,5,0,0,0,3,4,6,6,6,2,8,0,0,0,5.882978723404255,0,3,12,94
275,2,0,6,0,5,5,0,0,1,6,2,0,4,0,0,6,5,0,0,1,4,5,1,1,0,1,3,1,0,0,5.125,1,0,5,32
276,2,0,11,0,13,3,1,0,0,15,2,0,4,0,0,8,2,0,0,0,3,4,4,4,3,2,5,0,0,0,6.1020408163265305,0,2,8,49
277,4,0,22,0,14,8,2,0,1,26,5,0,4,0,0,12,6,0,0,1,3,3,9,3,10,3,3,3,0,1,5.35,3,4,10,80
278,7,2,25,0,17,9,0,0,3,33,6,0,6,0,0,20,14,0,0,3,4,8,12,5,8,3,9,0,0,2,5.441666666666666,0,7,16,120
279,2,0,4,0,9,0,0,0,0,4,0,0,2,0,0,2,0,0,0,1,3,3,4,2,1,0,0,0,0,0,5.470588235294118,0,4,2,17
280,2,1,35,0,16,7,0,0,1,39,10,0,11,0,0,5,3,0,0,0,2,1,12,2,4,1,6,1,0,2,6.056603773584905,1,2,13,106
281,0,0,7,0,7,0,0,0,0,9,0,0,0,0,0,1,2,0,0,0,2,2,3,1,2,0,0,0,0,0,6.0,0,0,3,18
282,0,0,5,0,5,2,1,0,1,4,0,0,3,0,0,4,3,0,0,0,0,2,0,0,0,0,1,0,0,0,5.375,0,1,2,16
283,7,0,15,0,20,7,2,0,2,19,0,0,8,0,0,17,11,1,0,1,6,5,4,5,0,1,9,0,0,4,5.650793650793651,3,2,5,63
284,4,0,16,0,13,3,0,0,2,32,7,0,4,0,0,20,7,0,0,2,4,6,10,1,2,3,0,0,0,1,5.569620253164557,0,0,10,79
285,8,2,33,0,18,9,0,0,8,37,7,0,14,0,0,14,5,1,0,1,2,11,10,10,6,0,7,1,1,2,5.656488549618321,1,1,19,131
286,1,0,6,0,2,2,0,0,1,12,0,0,1,0,0,3,2,0,0,0,0,1,2,0,0,0,0,1,0,0,4.761904761904762,0,2,4,21
287,8,0,17,1,11,6,2,0,0,24,6,0,4,0,0,12,6,0,0,2,2,0,0,2,6,1,12,0,0,1,5.920634920634921,0,7,8,63
288,3,1,10,0,17,3,0,0,7,19,2,0,10,0,0,12,2,0,0,0,4,13,3,4,2,5,0,2,1,1,5.158730158730159,1,7,7,63
289,4,0,28,0,19,8,0,0,3,38,4,0,8,0,0,3,8,1,0,0,3,5,7,2,3,1,4,2,0,0,6.035294117647059,1,3,8,85
290,6,0,19,0,18,5,1,0,2,21,4,0,14,0,0,10,8,3,0,1,8,8,13,2,2,1,0,0,0,0,5.111111111111111,0,1,10,81
291,5,0,8,2,5,3,0,0,0,11,1,0,4,0,0,9,4,0,0,3,3,3,11,2,3,1,0,1,0,2,5.666666666666667,1,2,6,39
292,3,0,7,0,15,5,0,0,2,16,3,0,5,0,0,10,3,0,0,4,2,4,6,1,0,1,2,2,0,1,4.9,2,2,8,50
293,8,0,36,0,33,10,3,0,1,51,9,0,11,0,0,16,16,0,0,1,10,10,21,5,3,3,1,0,0,1,5.5851851851851855,0,7,11,135
294,2,1,8,1,7,4,0,0,1,6,0,0,3,0,0,2,0,0,0,0,0,1,1,2,1,2,0,0,0,0,4.842105263157895,0,1,1,19
295,3,0,5,0,12,3,1,0,1,11,1,0,1,0,0,7,3,0,0,0,1,1,3,0,1,1,0,0,0,1,5.633333333333334,0,0,4,30
296,5,0,12,3,10,2,0,0,1,11,0,0,4,0,0,11,8,0,0,0,1,3,10,4,5,1,1,0,0,0,5.461538461538462,0,3,5,39
297,4,0,20,0,21,5,0,1,0,26,1,0,13,0,0,7,3,0,0,2,5,3,10,4,2,0,2,0,0,2,6.230769230769231,0,5,8,78
298,2,1,17,1,16,5,1,0,0,27,2,0,5,0,0,13,5,0,0,1,2,2,5,1,2,3,8,4,1,1,5.712121212121212,3,2,8,66
299,4,0,20,1,18,8,0,0,2,28,2,0,7,0,0,19,10,0,0,1,3,5,15,1,6,1,2,1,1,2,5.0476190476190474,1,9,9,84
300,12,4,22,1,14,12,2,1,0,25,14,0,8,0,0,15,12,0,0,0,3,3,16,8,1,1,7,3,1,2,6.052083333333333,2,6,9,96
301,0,0,9,0,8,2,0,0,0,7,3,0,1,0,0,3,4,0,0,0,0,1,6,1,3,0,1,0,1,0,5.814814814814815,1,2,6,27
302,8,0,16,0,18,6,0,0,3,24,8,0,4,0,0,22,9,0,0,2,6,11,15,7,2,2,0,0,0,1,5.6923076923076925,0,8,11,91
303,1,1,8,0,5,0,0,0,0,7,0,0,1,0,0,7,4,2,0,0,2,3,4,0,0,2,0,0,0,0,5.0,0,1,3,25
304,2,0,12,0,7,13,0,0,0,15,1,0,4,0,0,8,4,0,0,1,3,2,2,0,0,0,2,0,0,1,5.0,1,0,8,48
305,1,0,10,0,11,7,2,0,0,18,9,0,2,0,0,3,1,0,0,2,2,3,9,0,1,0,0,1,0,0,5.538461538461538,1,2,6,52
306,7,0,11,1,13,5,0,0,0,19,6,0,5,0,0,9,6,0,0,1,2,3,10,2,4,0,3,2,1,0,6.0,1,7,5,55
307,1,1,6,0,9,1,0,0,0,10,5,0,2,0,0,9,3,0,0,0,0,1,6,3,1,2,0,0,0,3,5.32258064516129,1,6,5,31
308,8,0,16,0,18,12,0,0,2,25,13,0,3,0,0,16,11,0,0,0,3,8,5,5,4,1,15,2,1,4,5.354166666666667,1,2,10,96
309,5,0,22,1,18,1,0,2,0,24,10,0,6,0,0,14,3,1,0,0,1,3,7,1,1,6,3,1,0,0,5.123287671232877,0,9,10,73
310,1,0,19,0,11,8,1,0,0,30,9,0,6,0,0,5,9,2,0,1,2,2,14,5,3,1,3,0,0,0,6.151162790697675,0,10,11,86
311,4,0,22,0,14,13,0,0,1,36,1,0,5,0,0,15,7,2,0,0,5,4,5,6,5,3,8,1,1,0,5.698924731182796,1,2,14,93
312,0,0,10,0,14,3,0,0,2,11,1,0,2,0,0,6,5,1,0,0,1,3,1,2,1,3,3,0,0,2,4.525,0,1,7,40
313,1,1,9,1,6,3,0,2,0,6,0,0,3,0,0,3,1,0,0,0,0,0,3,2,3,0,0,0,0,0,5.533333333333333,0,2,6,30
314,2,1,11,1,17,5,2,0,2,27,12,0,6,0,0,13,3,0,0,2,2,5,6,2,1,1,4,0,0,3,5.0843373493975905,0,3,10,83
315,3,0,14,1,13,7,0,0,4,20,2,0,4,0,0,6,3,0,0,1,3,6,6,1,1,0,0,2,1,0,5.428571428571429,2,1,8,49
316,6,2,19,0,14,7,0,0,1,22,2,0,5,0,0,19,9,0,0,0,3,2,5,11,5,7,5,1,1,0,4.888888888888889,2,13,10,90
317,4,0,13,1,15,8,0,0,2,18,2,0,7,0,0,13,5,0,0,1,5,7,7,1,4,1,3,0,0,0,5.9491525423728815,0,2,8,59
318,5,0,14,0,20,6,0,0,4,20,7,0,6,0,0,5,0,0,0,0,5,9,6,3,4,0,2,0,0,0,5.578125,0,2,7,64
319,3,0,8,0,6,5,0,0,1,8,1,0,3,0,0,5,2,0,0,0,0,1,6,1,0,0,4,0,0,3,5.933333333333334,0,0,5,30
320,7,0,21,0,18,10,0,0,1,32,7,0,5,0,0,14,7,1,0,2,5,7,13,4,3,3,0,0,0,1,5.4021739130434785,0,2,9,92
321,4,0,3,0,1,1,0,0,0,7,0,0,1,0,0,3,6,0,0,0,0,0,4,0,0,1,2,0,0,0,5.0,0,1,2,16
322,3,0,9,1,11,5,0,0,2,19,11,0,6,0,0,5,3,0,0,0,4,6,9,4,4,1,0,0,1,4,5.609375,2,3,6,64
323,8,1,29,0,32,14,0,0,3,50,8,0,14,1,0,18,6,0,0,1,2,3,22,3,6,3,1,1,1,3,5.73469387755102,1,2,19,147
324,2,0,14,0,9,5,1,0,1,19,10,0,3,0,0,3,1,0,0,0,4,3,3,3,2,1,1,1,0,0,5.826923076923077,1,1,6,52
325,7,0,10,2,12,3,1,0,3,22,4,0,4,0,0,11,4,1,0,1,2,6,11,4,4,0,0,1,0,1,5.672413793103448,1,4,8,58
326,2,0,10,0,10,4,0,0,0,10,1,0,5,0,0,8,2,0,0,1,1,2,4,1,2,1,1,0,2,0,5.131578947368421,1,0,7,38
327,2,0,14,0,11,6,0,0,0,15,1,0,7,0,0,4,2,0,0,0,1,0,10,0,6,1,0,1,1,0,6.444444444444445,2,0,8,45
328,4,2,34,1,26,3,1,0,2,45,4,0,9,0,0,13,7,0,1,0,3,5,6,6,2,3,10,2,0,3,6.240384615384615,0,2,10,104
329,3,0,13,0,19,2,0,3,2,28,8,0,1,0,0,10,6,0,0,1,0,3,8,2,2,0,7,1,1,0,5.676470588235294,2,2,9,68
330,3,0,13,0,12,7,1,0,1,12,15,0,4,0,0,13,5,0,0,2,3,4,7,0,2,1,7,2,1,0,5.316666666666666,2,2,7,60
331,1,1,15,0,9,7,0,0,1,16,2,0,10,0,0,0,2,0,0,0,1,1,4,4,2,0,1,1,0,1,5.872727272727273,2,2,7,55
332,1,1,12,0,13,6,0,0,0,12,0,0,2,0,0,7,3,0,0,2,1,1,11,5,3,2,0,1,0,0,5.725,0,3,7,40
333,1,0,9,1,10,3,0,0,0,9,0,0,3,0,0,3,4,0,0,0,0,0,4,0,1,0,0,0,0,1,5.333333333333333,1,2,4,24
334,2,0,4,0,5,2,2,0,1,5,0,0,1,0,0,3,2,0,0,0,3,3,3,3,2,0,0,0,0,0,5.7,0,1,3,20
335,1,0,12,1,9,6,2,0,1,15,0,0,2,0,0,2,2,0,0,0,2,3,1,0,3,1,3,1,0,0,6.363636363636363,1,0,5,33
336,2,0,10,2,3,1,1,0,0,11,1,1,2,0,0,2,0,0,0,0,2,1,5,3,0,1,1,1,0,1,5.346153846153846,0,0,6,26
337,7,0,17,0,8,7,1,0,1,15,3,0,4,0,0,8,6,0,0,1,3,2,3,4,2,1,9,0,0,4,5.019230769230769,1,2,7,52
338,6,0,21,0,18,7,1,0,1,27,10,0,4,0,0,6,4,0,0,1,0,2,8,3,4,0,2,2,1,1,5.430555555555555,3,5,8,72
339,7,1,22,0,13,8,0,0,1,32,9,1,9,0,0,10,16,0,0,0,3,5,11,1,1,0,3,0,0,2,5.719626168224299,0,3,9,107
340,5,0,17,1,23,8,1,0,1,33,7,0,5,0,0,11,3,1,0,0,2,2,7,3,4,1,5,0,0,1,5.9,0,7,11,80
341,3,1,26,0,26,6,0,0,1,46,14,0,2,0,0,10,8,0,0,0,4,3,14,4,4,0,1,0,0,1,6.0606060606060606,0,3,11,99
342,4,0,19,0,19,7,2,0,1,27,1,0,4,0,0,12,13,0,0,3,7,7,12,3,5,0,6,1,1,1,5.202247191011236,2,5,7,89
343,2,2,12,0,9,7,0,1,1,13,0,0,8,0,0,5,1,0,0,0,0,1,6,1,5,1,5,3,0,2,5.705882352941177,1,6,6,51
344,1,0,8,0,8,4,2,0,2,12,0,0,0,0,0,9,3,0,0,1,2,4,5,5,0,0,2,0,0,2,5.205882352941177,1,4,5,34
345,2,1,15,0,14,11,1,0,2,18,5,0,4,0,0,10,8,0,0,0,3,6,6,0,2,3,5,1,0,1,5.492537313432836,1,5,8,67
346,1,0,11,0,6,1,0,0,0,8,0,0,4,0,0,5,3,0,0,0,0,2,3,0,0,3,3,0,0,1,4.777777777777778,0,1,4,27
347,2,1,21,1,11,4,1,0,0,29,13,0,2,0,0,5,0,0,0,1,6,5,8,2,1,0,4,1,0,2,5.283783783783784,1,1,7,74
348,2,0,9,0,16,7,0,0,0,10,4,0,6,0,0,11,4,0,0,0,2,1,12,1,1,1,0,1,0,2,6.0227272727272725,0,3,4,44
349,5,3,37,0,30,11,1,0,0,54,5,0,16,0,0,10,7,0,0,0,7,7,10,1,7,3,9,0,2,0,5.882352941176471,1,2,14,136
350,3,0,13,2,9,1,1,0,1,20,0,0,2,0,0,4,1,0,0,0,1,2,2,0,2,0,2,0,0,0,5.387096774193548,0,0,3,31
351,6,0,21,1,19,5,0,0,0,35,5,0,7,0,0,5,8,0,0,1,3,2,12,2,5,2,3,1,1,3,5.168674698795181,2,2,10,83
352,2,0,19,0,18,7,1,1,1,20,4,0,8,0,0,7,4,0,0,2,3,3,6,6,3,1,3,0,0,0,5.869565217391305,0,0,10,69
353,6,0,15,0,20,10,0,0,1,20,6,0,7,0,0,19,8,1,0,0,6,9,11,6,5,1,7,0,0,1,6.333333333333333,0,4,13,87
