,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
172,1,0,5,0,6,1,0,0,1,7,2,0,2,0,0,9,3,0,0,0,1,1,6,1,1,2,0,0,1,1,5.178571428571429,1,5,3,4,28
173,3,2,19,1,18,4,0,0,0,23,17,3,4,0,0,7,2,0,0,0,5,3,11,2,6,3,8,0,0,0,5.9397590361445785,0,7,2,12,83
174,5,0,9,1,10,2,0,0,1,20,1,0,3,0,0,10,3,0,0,0,0,1,7,0,0,0,6,1,0,4,5.4,0,4,2,5,45
175,2,0,6,0,4,2,0,0,0,9,1,0,0,0,0,7,1,0,0,1,1,1,1,4,1,1,7,1,0,2,5.0,1,0,1,4,29
176,11,0,26,1,24,14,0,0,3,36,4,0,6,0,0,17,10,1,0,2,2,4,7,9,1,2,9,1,0,3,5.852631578947369,0,9,3,9,95
177,3,0,15,0,15,8,0,0,2,19,0,0,5,0,0,13,4,0,0,0,3,4,2,2,1,4,7,0,0,4,5.303571428571429,0,2,2,9,56
178,5,2,14,3,17,8,0,0,3,17,8,1,9,0,0,14,8,0,0,0,1,5,0,2,0,10,6,3,1,2,5.135135135135135,0,6,3,12,74
179,5,2,9,0,14,11,0,0,2,8,3,0,7,0,0,14,2,0,0,0,1,2,9,0,3,4,4,1,0,2,4.872727272727273,2,0,1,8,55
180,7,1,10,1,16,5,0,0,0,21,0,0,5,0,0,12,9,0,0,0,0,0,8,2,2,1,9,3,0,0,5.412698412698413,1,1,3,7,63
181,3,0,19,0,16,10,0,0,3,21,3,0,7,0,0,16,9,0,0,0,2,5,8,2,0,2,6,0,0,2,5.47945205479452,0,2,3,8,73
182,3,0,6,0,8,3,0,0,1,8,4,0,3,0,0,9,2,0,0,0,1,1,7,0,1,2,1,0,0,3,6.696969696969697,0,1,2,8,33
183,4,1,8,0,11,5,1,0,2,14,11,0,9,0,0,13,6,0,0,0,6,5,4,0,1,4,5,3,0,3,6.125,1,11,2,10,72
184,9,0,13,0,14,11,0,0,3,25,3,1,6,0,0,31,7,0,0,0,8,6,11,2,2,8,4,2,0,2,5.578947368421052,0,2,3,13,95
185,1,1,26,0,17,9,0,1,1,31,3,0,5,0,0,8,4,0,0,0,1,4,14,2,9,3,1,0,1,1,5.609195402298851,1,3,2,12,87
186,4,0,5,0,11,4,0,0,0,8,5,0,4,0,0,7,1,0,0,0,0,0,6,3,1,1,2,0,1,1,5.722222222222222,1,4,1,3,36
187,4,1,14,0,21,8,1,0,1,23,13,1,12,0,0,15,4,1,0,0,7,3,7,3,2,0,8,3,0,0,6.8125,1,8,3,9,80
188,3,0,11,0,6,7,0,0,2,17,6,0,2,0,0,11,6,0,0,0,4,4,4,2,1,1,6,2,0,2,5.566666666666666,1,5,2,7,60
189,8,0,13,0,19,7,1,0,3,20,5,0,8,0,0,28,5,0,0,0,6,6,6,3,5,4,6,1,0,1,1.7186311787072244,0,10,3,9,263
190,0,0,8,0,9,3,0,0,0,14,1,0,2,0,0,10,1,0,0,0,0,0,6,2,0,0,4,0,0,3,5.323529411764706,0,0,1,7,34
191,8,4,32,6,28,14,1,1,2,33,14,0,9,0,0,14,13,0,2,0,6,8,8,8,0,4,22,3,0,6,5.592592592592593,0,19,4,16,135
192,10,0,13,0,15,7,0,1,0,20,2,0,5,0,0,18,3,0,0,0,3,1,18,4,1,0,0,1,2,5,5.278688524590164,3,4,2,8,61
193,4,0,15,0,18,8,0,0,2,24,7,0,8,0,0,23,5,0,0,0,5,3,5,5,1,1,17,1,1,1,6.313953488372093,2,3,3,14,86
194,1,1,9,0,13,3,0,1,3,16,10,0,4,0,0,12,6,1,0,1,1,2,7,3,2,0,5,1,3,2,5.96875,4,8,3,6,64
195,0,0,13,0,17,8,1,0,2,16,5,0,7,0,0,11,1,0,0,0,3,5,8,2,2,4,3,0,0,2,5.5636363636363635,1,3,2,7,55
196,2,2,9,0,7,2,2,0,0,6,6,2,1,0,0,5,1,0,0,0,4,3,3,0,1,4,1,0,0,0,5.25,0,1,1,6,32
197,4,0,19,1,18,11,2,0,0,24,14,0,10,0,0,7,0,0,0,0,3,2,8,3,5,1,7,1,0,1,6.425287356321839,0,9,3,9,87
198,0,2,14,1,12,4,0,3,1,15,8,0,3,0,0,10,5,0,0,0,1,3,7,1,0,9,5,2,2,1,5.03030303030303,2,3,2,6,66
199,8,3,13,0,21,6,0,1,0,31,12,0,9,0,0,6,7,0,0,0,1,0,13,1,1,1,7,4,2,2,5.561904761904762,2,10,2,8,105
200,1,0,9,0,13,5,0,0,1,22,6,0,5,0,0,13,7,0,0,0,3,2,6,0,0,1,6,0,1,1,5.333333333333333,1,10,2,6,57
201,5,2,23,0,30,16,2,0,1,35,17,0,16,0,0,22,8,0,0,1,2,3,10,4,0,1,9,1,0,4,6.252032520325203,2,9,4,10,123
202,7,0,6,0,13,6,1,0,1,15,5,0,7,0,0,23,7,0,0,0,5,4,2,0,1,0,10,1,1,2,5.483333333333333,1,1,2,6,60
203,5,1,9,1,17,5,1,0,2,20,7,0,6,0,0,14,6,1,0,0,0,2,2,2,1,4,11,0,0,2,6.550724637681159,0,9,3,11,69
204,4,0,13,0,23,12,1,1,0,28,8,0,8,0,0,16,8,0,0,0,5,5,8,6,1,1,9,0,1,0,5.8977272727272725,1,10,4,10,88
205,4,1,8,0,14,3,1,0,3,16,10,0,2,0,0,6,0,0,0,3,1,5,7,1,0,0,1,2,0,0,6.090909090909091,1,3,1,7,44
206,6,0,20,0,15,8,0,0,1,31,6,0,14,0,0,14,5,0,0,0,5,2,3,4,5,2,6,1,0,0,6.138297872340425,0,2,3,16,94
207,10,0,19,0,19,10,0,0,2,31,4,0,5,0,0,19,10,1,0,0,2,4,6,2,2,0,9,1,0,8,5.536585365853658,2,7,3,7,82
208,3,0,11,1,11,5,0,0,0,11,5,0,3,0,0,4,3,0,0,0,0,0,4,0,0,2,3,0,1,1,6.162162162162162,1,5,2,6,37
209,2,6,13,0,15,5,0,0,2,22,9,1,3,0,0,3,2,0,0,0,1,3,4,2,2,0,2,0,0,1,5.873015873015873,0,6,1,5,63
210,2,0,12,0,19,7,1,0,3,22,5,0,2,0,0,12,6,0,0,0,3,5,7,3,0,1,7,0,1,2,5.904761904761905,0,2,3,8,63
211,5,1,15,0,15,7,0,0,1,26,1,0,2,0,0,13,7,0,0,0,2,3,4,4,2,3,6,1,0,2,6.303030303030303,1,7,2,5,66
212,3,0,13,0,12,5,0,0,0,20,0,0,2,0,0,5,0,0,0,1,4,3,6,3,3,3,4,0,0,1,6.066666666666666,0,6,2,6,45
213,4,0,7,0,11,7,0,0,0,11,2,0,5,0,0,16,2,0,0,0,0,0,1,4,0,3,9,0,0,3,5.463414634146342,1,2,1,5,41
214,2,0,6,0,11,3,0,0,0,14,3,0,1,0,0,3,2,0,0,1,2,1,5,2,2,0,0,0,0,0,6.703703703703703,0,5,1,2,27
215,5,1,13,0,14,6,1,0,0,12,10,0,6,0,0,7,2,0,0,0,2,1,7,1,3,2,3,0,0,0,5.895833333333333,0,6,3,5,48
216,1,0,7,0,6,3,0,0,0,12,4,0,4,0,0,6,0,0,0,0,1,0,3,0,1,0,6,1,0,1,6.333333333333333,0,2,1,7,33
217,4,0,16,0,16,8,0,1,4,19,4,0,12,0,0,17,13,1,1,1,4,5,7,4,2,1,5,2,1,1,5.407894736842105,2,5,3,8,76
218,0,0,11,0,8,4,0,0,1,14,1,0,2,0,0,11,5,0,0,3,1,1,6,4,3,2,7,0,0,2,5.530612244897959,0,3,2,6,49
219,1,0,9,0,10,2,0,0,0,9,4,0,2,0,0,4,1,0,0,0,3,3,5,0,3,0,1,1,0,0,5.730769230769231,0,3,1,3,26
220,14,1,36,0,36,15,0,0,2,55,4,0,16,0,0,9,10,1,0,0,7,3,3,3,5,4,13,5,1,1,6.338235294117647,4,6,2,13,136
221,4,0,6,0,9,5,0,0,0,13,3,0,7,0,0,7,2,0,0,0,2,1,4,1,1,1,3,0,1,4,6.461538461538462,2,3,2,5,39
222,9,1,17,0,27,9,3,0,1,40,5,0,12,0,0,19,8,0,0,0,3,4,9,3,7,1,9,2,0,4,6.68141592920354,1,4,4,10,113
223,1,0,4,0,2,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,1,0,0,0,0,5.181818181818182,0,0,0,2,11
224,5,2,13,0,12,9,0,0,1,15,5,0,6,0,0,11,5,0,0,0,4,2,3,1,0,2,8,0,0,2,6.462962962962963,0,4,2,7,54
225,3,0,13,0,19,5,0,0,4,23,5,0,6,0,0,24,9,0,0,1,2,5,6,6,1,1,11,0,0,3,5.772151898734177,0,5,4,9,79
226,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,4,1,0,0,0,1,2,1,0,0,2,2,0,0,0,4.090909090909091,0,2,0,2,11
227,8,1,13,0,22,9,1,0,2,23,5,0,6,0,0,19,6,0,0,1,3,3,6,10,1,4,12,0,2,1,6.240963855421687,2,10,3,8,83
228,1,1,9,0,11,3,0,0,3,15,2,0,3,0,0,4,3,0,0,1,2,4,6,4,2,1,1,0,0,1,6.195121951219512,0,6,2,6,41
229,7,1,22,0,19,9,0,1,0,38,4,0,4,0,1,11,4,0,0,1,3,1,16,5,1,4,3,2,2,4,5.833333333333333,1,3,3,8,84
230,2,0,12,0,12,1,0,0,0,12,8,0,4,0,0,3,5,0,0,0,2,0,2,3,4,1,5,1,0,1,6.219512195121951,0,1,1,4,41
231,10,0,19,1,26,9,1,0,3,34,6,0,8,0,0,21,8,1,0,0,4,4,11,1,3,4,5,0,1,1,5.916666666666667,1,5,3,9,96
232,3,1,11,0,15,7,2,0,1,12,5,0,4,0,2,13,4,0,0,0,4,5,4,0,0,4,2,1,0,1,5.413043478260869,2,2,2,7,46
233,7,0,28,0,24,7,0,0,2,31,5,0,9,0,0,13,4,0,0,0,2,4,4,1,4,7,8,1,0,1,5.6022727272727275,0,5,3,9,88
234,4,0,15,0,7,2,0,0,0,24,4,0,2,0,0,4,2,0,0,1,1,1,7,7,3,1,2,0,0,2,6.277777777777778,0,2,2,8,54
235,6,0,14,0,16,0,0,0,2,22,10,0,3,0,0,23,6,0,0,2,2,4,11,3,2,2,2,0,0,3,5.363636363636363,1,3,3,7,66
236,3,0,11,0,13,9,0,0,2,16,16,0,9,0,0,11,12,0,0,1,2,3,6,2,0,2,6,1,0,2,5.831325301204819,0,13,2,9,83
237,4,0,16,0,19,8,0,0,2,29,19,0,1,0,0,14,6,0,0,0,6,7,10,1,1,5,6,5,1,4,5.4,1,15,3,5,90
238,4,0,19,0,14,6,0,0,1,25,7,0,2,0,0,9,5,0,0,0,2,2,6,4,1,1,8,0,0,4,5.565217391304348,1,12,2,8,69
239,0,0,3,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,0,0,2,4
240,6,0,5,0,6,6,0,0,0,12,9,0,5,0,0,13,0,0,0,1,1,0,8,2,0,0,1,0,0,2,6.325581395348837,0,8,2,7,43
241,6,1,7,0,17,15,1,0,2,18,22,0,4,0,0,19,10,1,0,1,5,5,6,2,2,1,9,0,2,1,6.461538461538462,2,20,3,10,91
242,14,0,33,0,31,11,3,0,4,43,14,0,24,0,0,24,8,1,0,0,8,12,10,6,3,3,13,1,0,9,6.523809523809524,0,14,4,12,147
243,3,1,13,1,12,6,0,0,1,20,5,0,4,0,0,9,4,0,0,1,1,1,3,1,0,2,7,0,0,2,5.928571428571429,0,8,2,9,56
244,5,0,12,0,19,8,1,0,2,26,11,0,16,0,0,21,9,1,0,0,4,3,7,1,2,2,7,0,1,1,6.277777777777778,1,9,3,11,90
245,10,0,23,0,24,11,0,0,1,47,14,0,15,0,0,24,13,1,0,2,3,2,11,4,1,0,9,0,0,2,6.259541984732825,0,7,4,25,131
246,2,0,5,0,4,3,0,0,0,8,1,0,2,0,0,4,3,0,1,0,0,0,0,0,0,1,5,1,1,1,5.0,1,2,2,5,20
247,3,1,5,0,8,1,0,0,0,12,0,0,1,0,0,5,3,0,0,0,3,4,5,1,1,0,1,0,0,0,5.4,0,1,2,4,30
248,2,2,11,1,9,8,0,0,0,20,3,0,5,0,0,21,7,0,0,0,6,3,2,3,1,8,9,1,0,4,5.313432835820896,3,0,3,11,67
249,6,0,9,1,11,6,0,0,2,10,2,0,3,0,0,13,5,0,0,1,2,3,16,4,0,0,1,0,3,2,5.549019607843137,3,2,2,8,51
250,3,0,16,1,14,7,0,0,1,31,9,0,9,0,0,14,8,0,0,1,4,2,6,1,2,2,5,1,0,4,6.367088607594937,2,6,3,13,79
251,1,1,8,0,7,3,0,0,1,8,0,0,2,0,0,7,3,0,1,0,1,2,1,1,0,1,5,0,0,1,4.9655172413793105,0,2,1,3,29
252,5,1,12,0,16,10,1,0,3,20,9,0,9,0,0,24,10,1,0,0,2,5,7,2,1,2,15,1,2,5,6.075268817204301,3,8,3,9,93
253,8,1,20,0,16,9,0,0,0,32,5,0,4,0,0,15,8,0,0,1,5,4,9,3,1,2,9,0,0,3,5.666666666666667,3,4,4,9,84
254,10,5,30,0,26,17,0,1,2,49,9,0,16,0,0,18,8,0,0,1,7,7,8,6,2,1,11,0,0,6,5.9784172661870505,0,13,4,15,139
255,6,0,13,0,13,9,2,1,3,19,9,0,16,0,0,26,12,1,0,2,2,5,14,5,5,11,6,0,2,1,6.117117117117117,2,8,3,21,111
256,2,0,5,0,4,5,0,0,0,7,3,0,2,0,0,1,2,0,0,0,2,0,1,0,0,1,3,1,0,0,5.826086956521739,0,5,1,3,23
257,3,0,17,0,14,11,0,0,0,26,17,0,6,0,0,9,5,0,0,0,5,3,4,1,2,3,8,1,0,0,5.870588235294117,1,6,3,6,85
258,6,2,16,0,17,10,0,0,2,21,1,0,8,0,0,17,12,0,0,2,3,5,8,3,3,1,6,1,1,4,6.1265822784810124,1,2,3,7,79
259,6,0,27,0,21,17,0,1,0,38,3,0,15,0,0,7,6,0,0,0,1,0,7,4,9,6,11,4,1,0,6.451327433628318,4,9,3,9,113
260,2,0,9,1,5,3,0,0,0,11,0,0,3,0,0,4,0,0,0,0,0,0,1,2,0,1,4,0,0,1,5.576923076923077,0,1,1,5,26
261,6,0,11,0,16,9,0,0,2,15,11,0,4,0,0,11,9,1,1,0,1,3,8,2,4,3,2,0,1,1,5.910714285714286,2,7,2,8,56
262,8,0,8,0,6,1,1,0,0,11,3,0,0,0,0,6,4,0,0,0,0,1,4,0,2,0,3,0,2,1,5.538461538461538,2,9,1,4,26
263,9,1,11,0,18,9,0,0,1,31,12,0,10,0,0,13,15,0,0,0,2,3,0,6,1,7,16,2,4,3,6.1192660550458715,5,6,4,12,109
264,5,0,12,2,19,5,1,0,1,22,4,0,9,0,0,20,4,0,0,0,5,3,7,0,1,2,11,0,1,3,6.013698630136986,1,12,3,9,73
265,4,0,12,1,9,10,0,0,0,23,19,0,1,0,0,6,6,0,0,1,3,0,4,5,0,2,8,1,1,1,5.090909090909091,1,20,1,16,77
266,2,1,8,0,12,4,1,0,0,12,0,0,7,0,0,17,7,0,0,0,2,1,9,3,1,3,8,1,0,3,5.482142857142857,1,0,2,6,56
267,6,0,10,0,12,4,1,0,0,16,6,0,5,0,0,4,9,0,0,0,2,2,2,1,1,0,3,0,0,0,5.291666666666667,0,10,2,5,48
268,3,0,2,0,8,3,0,0,0,10,2,0,0,0,0,9,4,0,0,0,1,1,1,0,0,0,7,0,1,1,4.9375,1,1,1,5,32
269,4,0,9,0,6,4,0,0,0,7,0,0,2,0,0,2,2,0,0,0,0,0,1,0,0,1,4,0,2,0,5.388888888888889,2,3,1,4,18
270,5,0,7,1,6,7,0,0,0,12,1,0,3,0,0,8,4,0,0,2,0,0,5,2,0,1,2,0,0,4,5.108108108108108,0,4,1,6,37
271,0,1,10,0,7,3,0,0,1,11,2,0,2,0,0,5,3,0,0,0,1,1,3,1,2,0,6,1,1,0,5.34375,1,1,1,6,32
272,6,0,20,0,16,4,0,0,1,28,1,0,9,0,0,14,7,0,0,0,4,5,12,2,1,1,3,0,0,3,5.857142857142857,0,5,3,8,70
273,9,3,19,0,20,7,0,0,1,26,14,0,9,0,0,14,13,0,0,0,6,6,19,2,6,0,2,2,2,0,5.830188679245283,2,14,4,13,106
274,5,0,22,0,29,10,0,0,4,30,6,0,3,0,0,15,7,0,0,2,1,5,8,4,1,1,8,0,2,4,5.965116279069767,4,6,4,8,86
275,8,0,20,0,24,18,1,0,1,28,5,0,7,0,0,17,3,0,0,1,4,4,16,5,1,2,7,1,5,1,5.963855421686747,5,3,4,8,83
276,7,2,11,0,12,7,1,0,1,19,7,1,11,0,0,11,4,0,0,0,1,1,4,0,1,4,2,0,3,2,6.075757575757576,4,8,3,9,66
277,2,0,17,2,12,4,1,0,2,23,1,0,7,0,0,8,7,0,0,0,5,5,2,3,3,1,9,0,0,2,5.869565217391305,0,5,2,9,69
278,6,0,25,0,15,4,0,0,0,37,8,0,9,0,0,5,4,0,0,0,2,2,3,5,3,0,7,2,0,1,6.08235294117647,0,2,3,8,85
279,5,0,22,0,19,3,2,0,1,28,2,0,8,0,0,16,13,0,0,0,5,6,8,5,1,4,9,0,0,1,5.7011494252873565,0,4,3,7,87
280,3,0,9,0,12,4,1,0,2,14,7,0,2,0,0,10,7,1,0,0,2,3,9,0,2,0,2,0,1,1,5.957446808510638,2,10,2,7,47
281,5,0,18,0,17,9,0,0,4,23,5,0,8,0,0,12,6,0,0,0,3,6,4,0,2,6,4,1,0,2,5.36144578313253,1,4,3,15,83
282,1,0,19,0,15,11,1,1,0,24,9,0,10,0,0,7,4,0,0,0,2,1,5,3,1,1,9,1,1,0,6.383720930232558,1,8,3,18,86
283,9,0,21,0,20,13,0,0,2,31,9,0,9,0,0,23,10,1,0,0,6,6,15,2,3,0,1,1,0,6,5.913461538461538,3,5,4,10,104
284,2,0,12,0,9,2,1,0,0,12,2,1,1,0,0,5,1,0,0,0,3,1,1,1,0,2,6,0,1,1,5.117647058823529,1,2,1,6,34
285,4,0,9,0,12,7,0,0,2,13,8,0,8,0,0,16,10,1,0,0,3,1,5,2,2,3,6,0,1,1,5.571428571428571,1,9,4,8,63
286,2,0,8,0,9,5,0,0,1,12,6,0,1,0,0,3,1,0,0,0,1,2,2,1,1,1,2,1,0,0,5.84375,0,3,1,2,32
287,3,1,11,0,11,8,1,0,0,14,13,0,6,0,0,3,0,0,0,0,0,0,6,1,2,0,4,0,0,1,6.137254901960785,0,6,2,9,51
288,1,0,2,0,3,4,1,0,1,1,1,0,4,0,0,11,3,0,0,0,2,2,8,1,1,1,0,0,0,0,5.24,0,1,1,4,25
289,8,3,8,0,16,5,0,0,2,15,19,0,11,0,0,10,10,0,0,1,5,5,9,1,1,1,3,0,0,0,6.536585365853658,0,11,3,11,82
290,3,0,4,1,7,3,0,0,1,11,3,0,3,0,0,11,2,0,0,0,3,1,2,1,0,2,6,0,0,1,6.371428571428571,0,6,2,5,35
291,4,1,14,0,8,2,1,0,2,14,0,1,5,0,0,8,4,0,0,1,1,2,3,2,0,3,7,0,0,3,4.954545454545454,2,1,2,4,44
292,3,0,15,1,11,5,0,0,0,21,8,0,3,0,0,8,7,0,0,0,3,2,6,1,2,2,3,1,0,2,5.701754385964913,0,6,2,12,57
293,5,2,12,0,23,8,0,0,0,26,10,0,8,0,0,19,4,0,0,1,3,3,7,4,1,0,6,1,0,3,6.1923076923076925,1,6,3,10,78
294,3,0,9,0,6,3,0,0,0,10,4,0,4,0,0,7,6,0,0,0,2,0,0,4,0,1,7,0,0,3,5.3125,0,3,1,7,32
295,2,0,6,0,13,5,0,0,0,9,17,1,4,0,0,5,2,0,0,2,0,0,3,0,2,0,7,0,1,2,6.5,2,7,2,12,52
296,6,0,12,0,15,9,0,2,1,16,7,0,5,0,1,14,4,0,0,1,3,4,10,6,2,4,4,0,0,4,5.892307692307693,0,16,2,6,65
297,6,0,12,0,12,11,0,0,0,20,4,0,8,0,0,11,2,0,0,0,2,0,5,9,0,1,8,0,0,2,6.190476190476191,1,5,2,9,63
298,9,0,13,1,17,5,0,0,3,31,13,0,11,0,0,18,11,0,1,1,1,3,5,3,1,1,9,0,0,3,4.077419354838709,0,15,4,14,155
299,10,0,16,0,23,16,0,0,1,26,21,0,21,0,0,24,7,0,0,0,4,2,8,6,4,4,11,2,0,0,6.7272727272727275,1,10,4,15,121
300,7,0,12,0,26,10,0,0,1,42,3,0,7,0,0,27,3,0,0,0,7,3,8,4,1,3,6,5,0,4,5.84375,1,8,4,15,96
301,10,0,21,1,20,8,1,0,4,30,5,0,15,0,0,16,8,0,0,1,2,7,8,0,2,1,7,0,1,1,1.6,1,6,4,13,340
302,4,0,5,0,5,4,1,0,0,7,0,0,2,0,0,3,3,0,0,2,1,1,1,2,0,0,4,0,0,0,5.8076923076923075,0,0,2,5,26
303,3,0,9,0,4,1,0,0,0,14,2,0,2,0,0,3,0,0,0,1,1,1,2,2,3,1,2,1,0,0,6.484848484848484,0,2,2,4,33
304,2,2,11,0,14,8,0,0,6,16,17,0,10,0,0,19,8,0,0,1,4,7,3,0,1,8,15,1,5,2,5.56043956043956,5,16,3,9,91
305,5,0,17,1,18,8,1,0,1,30,7,0,9,0,0,15,4,0,0,1,4,3,10,2,2,3,7,0,2,2,6.469135802469136,2,7,3,9,81
306,7,1,22,0,21,8,3,0,3,22,19,4,7,0,0,13,6,0,0,1,5,6,10,4,4,1,3,0,0,1,6.177083333333333,0,15,3,13,96
307,2,2,18,0,23,8,0,0,1,23,8,0,3,0,0,12,2,0,0,1,3,3,7,2,1,2,7,1,0,1,6.296875,0,2,2,5,64
308,4,0,10,0,9,6,0,0,1,16,1,0,1,0,0,12,2,0,0,0,0,1,0,3,1,4,6,0,0,3,5.444444444444445,0,0,1,5,45
309,2,0,4,0,5,3,0,0,0,11,5,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,6,0,1,1,6.72,1,6,1,5,25
310,7,0,7,0,9,3,0,0,0,15,2,0,3,0,0,9,3,0,0,0,2,2,5,2,0,0,6,0,2,2,5.1,2,2,2,5,40
311,2,0,4,0,4,5,0,0,1,5,2,0,1,0,0,3,1,0,0,0,1,1,0,1,0,0,3,0,0,0,6.0,0,2,2,3,17
312,7,0,11,0,19,9,0,0,3,28,1,0,8,0,0,17,10,0,0,1,4,4,12,2,3,1,2,0,1,4,6.232876712328767,1,1,4,8,73
313,6,1,11,0,8,8,0,0,1,16,10,0,9,0,1,9,6,0,0,0,3,6,3,2,2,2,5,2,0,1,5.9855072463768115,1,7,2,9,69
314,4,0,11,0,18,5,1,1,0,17,7,0,8,0,0,10,7,0,0,0,5,3,5,2,3,1,7,0,0,2,6.4,1,3,3,9,65
315,7,0,21,0,16,9,0,0,2,29,6,0,2,0,0,10,10,0,0,0,3,3,5,2,1,0,9,0,0,2,5.861111111111111,0,4,3,12,72
316,1,0,4,0,4,1,0,0,0,4,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0,0,1,0,0,1,5.909090909090909,0,1,1,2,11
317,11,0,19,0,22,14,1,0,2,29,7,0,7,0,0,25,15,0,0,0,3,3,9,2,1,1,18,3,0,7,5.938053097345133,1,5,4,12,113
318,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,0,0,1,0,7.0,1,1,1,1,4
319,1,0,10,0,9,2,0,0,0,12,6,2,5,0,0,6,3,0,0,1,1,1,6,4,1,3,4,0,0,3,5.9361702127659575,1,3,2,5,47
320,13,0,23,0,21,10,0,0,0,29,0,0,5,0,0,13,2,1,1,1,4,1,7,2,0,2,8,2,0,3,5.728813559322034,0,4,3,3,59
321,10,0,20,0,25,17,0,0,1,36,12,0,10,0,0,18,7,0,0,1,7,4,17,3,1,1,6,0,2,3,6.318181818181818,2,8,3,15,110
322,2,0,5,0,4,0,0,0,0,5,0,0,3,0,0,6,0,0,0,0,0,1,0,0,0,1,5,0,1,0,5.352941176470588,1,1,1,3,17
323,6,0,16,0,16,4,1,2,2,25,6,0,12,0,0,13,4,0,1,1,7,9,10,0,0,4,1,2,0,1,5.493827160493828,0,12,3,9,81
324,5,1,20,0,15,8,1,0,2,29,6,0,11,0,0,15,7,1,0,1,5,5,3,1,2,0,12,2,0,0,5.7727272727272725,0,7,3,14,88
325,9,0,14,1,17,5,0,1,0,29,3,0,7,0,0,26,4,0,0,0,4,3,18,1,1,3,4,1,0,3,5.9605263157894735,0,3,3,12,76
326,2,0,3,0,5,4,0,0,0,5,6,0,1,0,0,1,0,0,0,0,3,2,1,0,0,0,3,0,0,0,6.7,0,4,1,4,20
327,6,1,26,0,26,15,0,0,0,30,7,0,16,0,0,16,7,0,0,0,5,3,8,6,1,3,11,0,0,4,5.954545454545454,0,5,4,8,110
328,6,1,25,0,23,8,1,0,2,24,3,0,10,0,0,6,6,0,0,1,2,6,7,2,1,0,7,1,0,1,6.105263157894737,1,1,3,10,76
329,8,0,16,0,19,13,1,0,2,31,12,0,15,0,0,27,3,0,0,2,6,4,9,11,4,0,9,0,0,2,6.486725663716814,0,7,4,20,113
330,3,1,18,0,24,4,1,0,1,22,6,0,6,0,0,20,4,0,0,1,7,11,6,3,6,1,11,0,1,1,5.863636363636363,2,7,3,8,66
331,8,0,7,0,8,4,0,0,2,19,6,0,5,0,0,21,9,0,0,0,9,9,4,1,3,2,7,3,1,1,6.164179104477612,1,17,3,9,67
332,5,1,6,1,11,7,1,0,0,13,7,0,8,0,0,13,4,1,0,3,3,2,6,0,3,3,8,2,3,3,6.016393442622951,5,8,3,9,61
333,5,0,19,0,23,5,0,1,1,18,10,0,10,0,0,10,3,0,0,0,1,2,4,5,1,0,8,1,0,0,5.17948717948718,0,8,3,6,78
334,2,1,11,0,14,1,0,0,0,13,10,0,4,0,0,4,1,0,0,0,0,0,8,2,3,1,1,0,0,0,5.9,0,11,2,6,40
335,13,0,28,0,27,13,1,0,1,44,16,1,20,0,0,14,9,0,0,0,6,3,7,1,2,3,12,1,1,1,6.435483870967742,1,12,4,16,124
336,2,0,7,0,10,2,0,0,2,11,2,0,2,0,0,9,2,0,1,0,3,4,1,2,3,2,4,2,0,0,5.416666666666667,0,3,2,6,36
337,7,2,19,0,15,11,0,0,2,25,12,1,5,0,0,8,5,0,0,0,2,3,4,3,0,1,5,0,0,2,5.769230769230769,0,8,3,10,78
338,2,0,9,2,12,6,1,0,0,12,1,0,2,0,1,10,1,1,0,0,1,0,10,1,2,2,1,1,0,0,5.382352941176471,0,5,2,1,34
339,2,1,12,0,14,6,0,0,4,17,11,0,6,0,0,10,3,0,0,2,2,5,9,3,0,0,3,0,0,1,5.676470588235294,0,10,2,8,68
340,0,2,9,0,9,6,0,0,1,10,6,0,1,0,0,5,1,0,0,1,2,2,4,2,0,2,4,0,0,0,5.9411764705882355,0,4,1,5,34
341,6,0,20,1,20,9,0,0,1,31,12,0,7,0,0,15,13,0,0,1,5,5,10,5,1,1,8,0,1,1,6.133333333333334,1,4,2,10,90
342,1,0,6,0,6,1,0,0,0,7,1,0,1,0,0,5,1,0,0,0,1,0,9,3,1,0,1,0,2,0,5.916666666666667,2,0,1,4,24
343,7,1,20,1,32,5,0,0,3,42,13,1,14,0,0,16,14,0,0,1,3,5,12,4,1,0,6,0,2,2,6.462962962962963,1,11,4,11,108
344,8,0,10,0,9,5,0,0,0,11,3,0,5,0,0,6,7,0,0,0,2,3,1,1,1,0,8,0,0,4,5.341463414634147,0,7,2,6,41
345,1,0,5,0,8,4,0,0,0,9,5,0,1,0,0,3,1,0,0,0,0,0,3,0,1,1,2,0,0,0,6.407407407407407,0,6,1,5,27
